# Chunk-averaged data for fix 3 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
45000 100 2112.0000000000005
  72 0.715 21.194 1288.74
  73 0.725 20.412 1345.85
  74 0.735 19.86 1320.01
  75 0.745 19.436 1349.17
  76 0.755 20.21 1263.44
  77 0.765 20.734 1274.45
  78 0.775 21.11 1304.99
  79 0.785 21.582 1282.02
  80 0.795 21.618 1247.23
  81 0.805 21.75 1204.18
  82 0.815 21.798 1227.79
  83 0.825 21.782 1272.41
  84 0.835 21.728 1235.79
  85 0.845 21.086 1193.73
  86 0.855 20.532 1218.32
  87 0.865 19.944 1245.76
  88 0.875 20.038 1236.65
  89 0.885 21.32 1118.76
  90 0.895 21.612 1155.84
  91 0.905 21.798 1110.1
  92 0.915 21.93 1178.51
  93 0.925 21.748 1137.17
  94 0.935 21.602 1158.44
  95 0.945 21.698 1098.1
  96 0.955 21.47 1063.27
  97 0.965 21.192 1084.04
  98 0.975 20.858 1086.85
  99 0.985 20.042 1096.81
  100 0.995 19.858 1065.23
50000 100 2112.0000000000005
  1 0.005 20.09 1088.38
  2 0.015 20.618 1054.13
  3 0.025 21.408 1047
  4 0.035 21.434 1083.22
  5 0.045 21.572 1157.82
  6 0.055 21.688 1150.95
  7 0.065 21.826 1138.22
  8 0.075 21.844 1112.57
  9 0.085 21.768 1086.56
  10 0.095 21.63 1094.13
  11 0.105 20.944 1179.22
  12 0.115 20.508 1233.62
  13 0.125 20.13 1190.84
  14 0.135 20.64 1069.49
  15 0.145 20.816 1024.32
  16 0.155 21.516 1066.76
  17 0.165 21.872 1122.52
  18 0.175 21.836 1150.57
  19 0.185 21.826 1096.77
  20 0.195 21.714 1089.97
  21 0.205 21.6 1131.43
  22 0.215 21.414 1131.04
  23 0.225 21.24 1093.18
  24 0.235 20.694 1089.07
  25 0.245 20.306 1096.16
  26 0.255 19.616 1151.41
  27 0.265 19.832 1185.23
  28 0.275 20.608 1167.59
  29 0.285 21.094 1170.64
  30 0.295 21.544 1203.76
  31 0.305 21.55 1198.17
  32 0.315 21.578 1222.02
  33 0.325 21.772 1155.58
  34 0.335 21.872 1214.93
  35 0.345 21.776 1218.99
  36 0.355 21.518 1242.23
  37 0.365 20.894 1217.17
  38 0.375 20.506 1201.45
  39 0.385 19.708 1234.74
  40 0.395 20.518 1254.02
  41 0.405 21.53 1239.82
  42 0.415 21.424 1319.63
  43 0.425 21.932 1229.6
  44 0.435 21.808 1166.88
  45 0.445 21.838 1127.7
  46 0.455 21.62 1126.1
  47 0.465 21.34 1240.23
  48 0.475 21.3 1234.85
  49 0.485 20.686 1256.51
  50 0.495 20.152 1252.24
  51 0.505 19.624 1299.09
  52 0.515 19.93 1329.38
  53 0.525 20.396 1272.91
  54 0.535 21.106 1280.61
  55 0.545 21.456 1257.71
  56 0.555 21.55 1276.1
  57 0.565 21.662 1196.18
  58 0.575 21.82 1251.28
  59 0.585 21.852 1244.08
  60 0.595 21.52 1256.93
  61 0.605 21.248 1252.73
  62 0.615 20.654 1280.55
  63 0.625 20.308 1359.65
  64 0.635 19.92 1379.65
  65 0.645 20.85 1252.12
  66 0.655 21.618 1336.33
  67 0.665 21.754 1305.58
  68 0.675 21.842 1255.87
  69 0.685 21.64 1260.7
  70 0.695 21.642 1338.57
  71 0.705 21.416 1314.66
  72 0.715 21.078 1278.72
  73 0.725 20.452 1343.43
  74 0.735 20.07 1235.09
  75 0.745 19.74 1202.93
  76 0.755 19.926 1282.42
  77 0.765 20.566 1332.49
  78 0.775 21.214 1299.91
  79 0.785 21.52 1236.6
  80 0.795 21.498 1236.36
  81 0.805 21.844 1222.44
  82 0.815 21.82 1206.79
  83 0.825 21.84 1205.74
  84 0.835 21.788 1219.78
  85 0.845 21.088 1238.3
  86 0.855 20.376 1238.4
  87 0.865 19.866 1191.88
  88 0.875 20.262 1138.24
  89 0.885 21.108 1130.12
  90 0.895 21.66 1184.93
  91 0.905 21.838 1177.61
  92 0.915 21.842 1229.47
  93 0.925 21.842 1192.24
  94 0.935 21.532 1133
  95 0.945 21.574 1079.99
  96 0.955 21.388 1077.72
  97 0.965 21.206 1040.44
  98 0.975 20.598 1026.1
  99 0.985 20.012 1085.68
  100 0.995 19.694 1080.7
55000 100 2112
  1 0.005 19.906 1047.36
  2 0.015 20.786 1035.47
  3 0.025 21.218 1071.07
  4 0.035 21.554 1043.05
  5 0.045 21.506 1016.17
  6 0.055 21.78 1032.28
  7 0.065 21.78 1121.2
  8 0.075 21.804 1125.77
  9 0.085 21.826 1126.83
  10 0.095 21.396 1121.31
  11 0.105 20.992 1115.61
  12 0.115 20.46 1123.27
  13 0.125 20.2 1078.68
  14 0.135 20.662 1088.34
  15 0.145 20.988 1108.07
  16 0.155 21.63 1155.44
  17 0.165 21.766 1234.26
  18 0.175 21.89 1197.53
  19 0.185 21.756 1167.39
  20 0.195 21.618 1165.26
  21 0.205 21.626 1110.91
  22 0.215 21.458 1138.05
  23 0.225 21.27 1118.63
  24 0.235 20.538 1152.85
  25 0.245 20.134 1132.47
  26 0.255 19.584 1112.66
  27 0.265 19.858 1168.93
  28 0.275 20.674 1201.55
  29 0.285 21.346 1156.15
  30 0.295 21.446 1170.27
  31 0.305 21.554 1140.92
  32 0.315 21.738 1155.83
  33 0.325 21.77 1114.32
  34 0.335 21.896 1108.41
  35 0.345 21.712 1186.48
  36 0.355 21.526 1166.54
  37 0.365 21.012 1178.67
  38 0.375 20.248 1213.99
  39 0.385 19.938 1178.71
  40 0.395 20.462 1171.97
  41 0.405 21.316 1229.01
  42 0.415 21.722 1257.74
  43 0.425 21.914 1289.37
  44 0.435 21.774 1314.32
  45 0.445 21.74 1240.26
  46 0.455 21.65 1215.41
  47 0.465 21.458 1176.89
  48 0.475 21.074 1250.09
  49 0.485 20.838 1261.67
  50 0.495 19.814 1224.05
  51 0.505 19.598 1331.93
  52 0.515 19.914 1269.41
  53 0.525 20.446 1326.66
  54 0.535 21.398 1225.67
  55 0.545 21.376 1252.45
  56 0.555 21.638 1208.99
  57 0.565 21.75 1284.58
  58 0.575 21.784 1208.23
  59 0.585 21.834 1262.89
  60 0.595 21.61 1337.84
  61 0.605 21.336 1252.36
  62 0.615 20.41 1298.41
  63 0.625 19.98 1329.34
  64 0.635 20.226 1304.93
  65 0.645 20.95 1364.04
  66 0.655 21.5 1344.33
  67 0.665 21.956 1296.24
  68 0.675 21.714 1326.54
  69 0.685 21.618 1461.48
  70 0.695 21.536 1430.9
  71 0.705 21.46 1370.68
  72 0.715 21.058 1242.62
  73 0.725 20.582 1240.7
  74 0.735 19.93 1321.42
  75 0.745 19.676 1354.44
  76 0.755 19.852 1227.95
  77 0.765 20.93 1194.98
  78 0.775 21.202 1149.51
  79 0.785 21.458 1089.05
  80 0.795 21.64 1149.35
  81 0.805 21.646 1164.23
  82 0.815 22.004 1135.28
  83 0.825 21.606 1190.67
  84 0.835 21.842 1186.98
  85 0.845 21.386 1170.99
  86 0.855 20.75 1169.86
  87 0.865 20.136 1190.1
  88 0.875 20.084 1187.77
  89 0.885 20.604 1237.07
  90 0.895 21.468 1253.15
  91 0.905 21.832 1232.67
  92 0.915 21.926 1201.74
  93 0.925 21.65 1127
  94 0.935 21.82 1124.71
  95 0.945 21.534 1162.35
  96 0.955 21.414 1167.96
  97 0.965 21.282 1194.14
  98 0.975 20.632 1205.06
  99 0.985 19.776 1158.2
  100 0.995 19.638 1050.81
60000 100 2112
  1 0.005 20.118 1035.07
  2 0.015 20.478 1085.81
  3 0.025 21.266 1037.12
  4 0.035 21.388 1062.41
  5 0.045 21.71 1094.93
  6 0.055 21.51 1053.41
  7 0.065 21.846 1054.44
  8 0.075 21.822 1118.94
  9 0.085 21.826 1091.48
  10 0.095 21.788 1053.94
  11 0.105 21.222 1156.55
  12 0.115 20.346 1197.67
  13 0.125 20.216 1209.24
  14 0.135 20.142 1146.3
  15 0.145 20.834 1109.84
  16 0.155 21.586 1107.32
  17 0.165 21.862 1119.18
  18 0.175 21.958 1104.24
  19 0.185 21.718 1068.9
  20 0.195 21.816 1109.02
  21 0.205 21.498 1122.09
  22 0.215 21.422 1089.19
  23 0.225 21.218 1151.12
  24 0.235 20.704 1181.35
  25 0.245 19.994 1125.19
  26 0.255 19.6 1097.04
  27 0.265 20.066 1106.45
  28 0.275 20.506 1117.31
  29 0.285 21.312 1123.19
  30 0.295 21.514 1173.91
  31 0.305 21.486 1195.27
  32 0.315 21.648 1170.63
  33 0.325 21.784 1211.96
  34 0.335 21.876 1176.13
  35 0.345 21.734 1148.58
  36 0.355 21.614 1164.96
  37 0.365 20.814 1212.62
  38 0.375 20.176 1246.44
  39 0.385 19.994 1246.52
  40 0.395 20.46 1225.78
  41 0.405 21.312 1202.08
  42 0.415 21.912 1178.51
  43 0.425 21.842 1245.76
  44 0.435 21.806 1280.79
  45 0.445 21.728 1269.99
  46 0.455 21.658 1286.92
  47 0.465 21.346 1287.28
  48 0.475 21.192 1299.44
  49 0.485 20.624 1345.1
  50 0.495 20.156 1259.88
  51 0.505 19.154 1329.17
  52 0.515 20.064 1300.39
  53 0.525 20.632 1304.18
  54 0.535 21.176 1269.25
  55 0.545 21.508 1273.72
  56 0.555 21.624 1250.56
  57 0.565 21.758 1274.94
  58 0.575 21.714 1315.63
  59 0.585 21.964 1289.51
  60 0.595 21.432 1308.38
  61 0.605 21.09 1328.04
  62 0.615 20.266 1322.67
  63 0.625 19.86 1394.06
  64 0.635 20.294 1416.68
  65 0.645 21.242 1394.02
  66 0.655 21.784 1304.16
  67 0.665 21.852 1260.91
  68 0.675 21.838 1232.54
  69 0.685 21.696 1179.51
  70 0.695 21.496 1202.32
  71 0.705 21.458 1286.93
  72 0.715 21.07 1282
  73 0.725 20.498 1266.21
  74 0.735 19.846 1236.02
  75 0.745 19.618 1237.48
  76 0.755 19.966 1218.72
  77 0.765 20.912 1185.06
  78 0.775 21.274 1190.34
  79 0.785 21.536 1158.95
  80 0.795 21.636 1200.74
  81 0.805 21.738 1174.35
  82 0.815 21.68 1205.08
  83 0.825 21.946 1225.73
  84 0.835 21.768 1207.36
  85 0.845 21.296 1250.7
  86 0.855 20.526 1219.99
  87 0.865 20.026 1245.32
  88 0.875 20.038 1217.55
  89 0.885 20.808 1144.2
  90 0.895 21.646 1135.32
  91 0.905 21.856 1148.59
  92 0.915 21.77 1220.21
  93 0.925 21.908 1186.95
  94 0.935 21.628 1148.71
  95 0.945 21.568 1120.48
  96 0.955 21.386 1191.37
  97 0.965 21.188 1180.88
  98 0.975 20.728 1148.34
  99 0.985 20.032 1098.44
  100 0.995 19.758 1089.35
65000 100 2112
  1 0.005 19.824 1145.95
  2 0.015 20.658 1068.92
  3 0.025 21.192 1095.74
  4 0.035 21.408 1099.74
  5 0.045 21.632 1078.74
  6 0.055 21.698 1081.07
  7 0.065 21.682 1121.64
  8 0.075 21.844 1093.52
  9 0.085 21.918 1177.66
  10 0.095 21.624 1126.07
  11 0.105 21.144 1085.92
  12 0.115 20.688 1038.59
  13 0.125 19.916 1056.88
  14 0.135 20.1 1017.26
  15 0.145 21.052 1000
  16 0.155 21.608 1087.48
  17 0.165 21.944 1104.14
  18 0.175 21.866 1069.1
  19 0.185 21.826 1076.6
  20 0.195 21.834 1111.36
  21 0.205 21.516 1061.58
  22 0.215 21.468 1144.97
  23 0.225 21.374 1151.31
  24 0.235 21.004 1133.39
  25 0.245 19.96 1150.71
  26 0.255 19.518 1179.22
  27 0.265 19.892 1178.66
  28 0.275 20.482 1222.97
  29 0.285 21.054 1227.96
  30 0.295 21.494 1217.77
  31 0.305 21.444 1189.81
  32 0.315 21.718 1202.5
  33 0.325 21.658 1208.05
  34 0.335 21.888 1165.75
  35 0.345 21.922 1178.09
  36 0.355 21.45 1206.39
  37 0.365 20.956 1184.76
  38 0.375 20.122 1247.72
  39 0.385 19.942 1239.76
  40 0.395 20.4 1262.78
  41 0.405 21.366 1201.87
  42 0.415 21.832 1237.02
  43 0.425 21.854 1272.41
  44 0.435 21.866 1298.53
  45 0.445 21.64 1319.7
  46 0.455 21.518 1300.96
  47 0.465 21.406 1260.15
  48 0.475 21.084 1264.63
  49 0.485 20.522 1289.57
  50 0.495 19.714 1258.09
  51 0.505 19.714 1312.74
  52 0.515 19.922 1334.58
  53 0.525 20.832 1351.83
  54 0.535 21.358 1307.45
  55 0.545 21.484 1325.41
  56 0.555 21.58 1251.57
  57 0.565 21.74 1330.93
  58 0.575 21.87 1263.44
  59 0.585 21.776 1254.49
  60 0.595 21.52 1191.95
  61 0.605 20.9 1210.78
  62 0.615 20.326 1269.54
  63 0.625 19.906 1273.62
  64 0.635 20.452 1329.85
  65 0.645 21.452 1258.33
  66 0.655 21.576 1286.5
  67 0.665 21.766 1308.82
  68 0.675 22.002 1190.89
  69 0.685 21.588 1203.87
  70 0.695 21.636 1255.5
  71 0.705 21.33 1262.17
  72 0.715 21.278 1238.97
  73 0.725 20.718 1238.39
  74 0.735 19.876 1210.04
  75 0.745 19.556 1201.87
  76 0.755 19.97 1272.75
  77 0.765 20.552 1314.09
  78 0.775 21.226 1305.4
  79 0.785 21.472 1235.63
  80 0.795 21.606 1198.95
  81 0.805 21.782 1225.43
  82 0.815 21.768 1260.46
  83 0.825 21.836 1232.4
  84 0.835 21.884 1177.2
  85 0.845 21.312 1193.16
  86 0.855 20.5 1212.35
  87 0.865 19.736 1255.17
  88 0.875 20.33 1238.35
  89 0.885 20.836 1243.1
  90 0.895 21.504 1220.39
  91 0.905 21.862 1207.82
  92 0.915 21.878 1224.66
  93 0.925 21.836 1196.98
  94 0.935 21.556 1162.96
  95 0.945 21.572 1155.33
  96 0.955 21.542 1134.13
  97 0.965 21.224 1056.01
  98 0.975 20.72 1065.97
  99 0.985 20.148 1064.03
  100 0.995 19.668 1092.09
70000 100 2111.9999999999995
  1 0.005 19.746 1091.29
  2 0.015 20.514 1042.18
  3 0.025 21.236 1036.71
  4 0.035 21.502 1064.78
  5 0.045 21.594 1038.5
  6 0.055 21.672 1085.77
  7 0.065 21.812 1101.71
  8 0.075 21.736 1091.97
  9 0.085 21.944 1004.42
  10 0.095 21.886 1063.29
  11 0.105 21.258 1112.52
  12 0.115 20.672 1136.9
  13 0.125 20.142 1102.04
  14 0.135 20.15 1107.21
  15 0.145 20.832 1089.45
  16 0.155 21.368 1092.28
  17 0.165 21.714 1199.93
  18 0.175 21.886 1176.6
  19 0.185 21.762 1127.76
  20 0.195 21.758 1111.57
  21 0.205 21.72 1050.44
  22 0.215 21.604 1028.36
  23 0.225 21.346 1091.36
  24 0.235 21.042 1122.9
  25 0.245 20.446 1163.75
  26 0.255 19.708 1229.77
  27 0.265 19.764 1221.86
  28 0.275 20.05 1250.47
  29 0.285 20.914 1174.88
  30 0.295 21.362 1204.34
  31 0.305 21.502 1229.93
  32 0.315 21.602 1180.56
  33 0.325 21.806 1165.42
  34 0.335 21.782 1251.6
  35 0.345 21.884 1225.32
  36 0.355 21.472 1234.76
  37 0.365 21.108 1215.27
  38 0.375 20.17 1195.41
  39 0.385 19.992 1166.21
  40 0.395 20.244 1276.93
  41 0.405 21.47 1217.64
  42 0.415 21.54 1250.9
  43 0.425 21.952 1245.36
  44 0.435 21.804 1261.68
  45 0.445 21.684 1307.96
  46 0.455 21.572 1290.68
  47 0.465 21.21 1333.71
  48 0.475 20.974 1346.55
  49 0.485 20.366 1373.15
  50 0.495 19.982 1368.32
  51 0.505 19.548 1425.98
  52 0.515 20.106 1420.37
  53 0.525 20.892 1335.5
  54 0.535 21.208 1327.82
  55 0.545 21.514 1278.23
  56 0.555 21.592 1256
  57 0.565 21.832 1210.54
  58 0.575 21.89 1214.28
  59 0.585 21.68 1269.85
  60 0.595 21.474 1294.94
  61 0.605 21.016 1313.59
  62 0.615 19.866 1287.6
  63 0.625 19.952 1306.77
  64 0.635 20.678 1385.49
  65 0.645 21.466 1349.03
  66 0.655 21.796 1289.04
  67 0.665 21.834 1253.83
  68 0.675 21.688 1208.03
  69 0.685 21.82 1186.03
  70 0.695 21.434 1216.85
  71 0.705 21.378 1196.68
  72 0.715 21.192 1173.41
  73 0.725 20.61 1203.97
  74 0.735 19.866 1216.09
  75 0.745 19.496 1270.62
  76 0.755 19.844 1301.23
  77 0.765 20.922 1318.02
  78 0.775 21.33 1266.83
  79 0.785 21.464 1233.45
  80 0.795 21.694 1219.74
  81 0.805 21.658 1217.5
  82 0.815 21.86 1238.29
  83 0.825 21.74 1249.98
  84 0.835 21.806 1270.81
  85 0.845 21.152 1217.25
  86 0.855 20.428 1179.01
  87 0.865 19.822 1226.67
  88 0.875 20.078 1146.76
  89 0.885 21.302 1109.61
  90 0.895 21.658 1136
  91 0.905 21.894 1120.25
  92 0.915 21.852 1114.33
  93 0.925 21.832 1080.87
  94 0.935 21.624 1085.58
  95 0.945 21.6 1165.13
  96 0.955 21.566 1124.61
  97 0.965 21.154 1143.94
  98 0.975 20.844 1146.45
  99 0.985 20.218 1121.72
  100 0.995 19.574 1100.1
75000 100 2112.0000000000005
  1 0.005 19.882 1043.91
  2 0.015 20.444 1059.78
  3 0.025 21.144 1035.54
  4 0.035 21.382 1055.74
  5 0.045 21.542 1050.91
  6 0.055 21.65 1018.35
  7 0.065 21.75 1055.03
  8 0.075 21.838 1111.59
  9 0.085 21.89 1151.71
  10 0.095 21.642 1209.69
  11 0.105 21.394 1165.58
  12 0.115 20.614 1082.47
  13 0.125 20.438 1099.24
  14 0.135 20.238 1100.04
  15 0.145 20.558 1145.5
  16 0.155 21.396 1179.85
  17 0.165 21.69 1199.69
  18 0.175 21.826 1153.05
  19 0.185 21.91 1166.48
  20 0.195 21.69 1123.27
  21 0.205 21.572 1117.89
  22 0.215 21.526 1079.74
  23 0.225 21.414 1071.05
  24 0.235 20.864 1090.1
  25 0.245 20.17 1122.86
  26 0.255 19.594 1185.09
  27 0.265 19.906 1185.35
  28 0.275 20.556 1230.13
  29 0.285 20.81 1207.64
  30 0.295 21.516 1173.89
  31 0.305 21.472 1233.52
  32 0.315 21.632 1180.46
  33 0.325 21.808 1203.23
  34 0.335 21.836 1260.51
  35 0.345 21.84 1220.83
  36 0.355 21.594 1207.68
  37 0.365 21 1191.28
  38 0.375 20.496 1171.77
  39 0.385 20.048 1200.3
  40 0.395 20.366 1177.06
  41 0.405 21.122 1249.63
  42 0.415 21.432 1290.43
  43 0.425 21.824 1302.77
  44 0.435 21.856 1312.19
  45 0.445 21.682 1313.56
  46 0.455 21.528 1365.21
  47 0.465 21.37 1306.03
  48 0.475 21.138 1363.95
  49 0.485 20.474 1400.85
  50 0.495 19.832 1358.27
  51 0.505 19.644 1392.01
  52 0.515 19.694 1339.95
  53 0.525 20.816 1293.66
  54 0.535 21.534 1251.54
  55 0.545 21.386 1244.94
  56 0.555 21.658 1257.18
  57 0.565 21.762 1215.32
  58 0.575 21.866 1230.95
  59 0.585 21.722 1225.2
  60 0.595 21.56 1253.79
  61 0.605 20.63 1280.92
  62 0.615 20.264 1254.93
  63 0.625 20.04 1310.56
  64 0.635 20.626 1344.94
  65 0.645 21.318 1320.49
  66 0.655 21.756 1328.26
  67 0.665 21.802 1286.43
  68 0.675 21.72 1321.91
  69 0.685 21.692 1290.49
  70 0.695 21.428 1276.52
  71 0.705 21.338 1250.37
  72 0.715 20.758 1243.37
  73 0.725 20.32 1248.18
  74 0.735 19.628 1294.26
  75 0.745 20.006 1233.23
  76 0.755 20.364 1245.1
  77 0.765 21.064 1197.27
  78 0.775 21.186 1202.64
  79 0.785 21.544 1204.98
  80 0.795 21.694 1168.33
  81 0.805 21.706 1115.38
  82 0.815 21.884 1130.46
  83 0.825 21.796 1128.68
  84 0.835 21.532 1193.91
  85 0.845 21.358 1173.89
  86 0.855 20.314 1244.44
  87 0.865 20.082 1245.6
  88 0.875 20.414 1247.54
  89 0.885 21.17 1228.56
  90 0.895 21.336 1220.7
  91 0.905 21.76 1248.16
  92 0.915 21.932 1197.05
  93 0.925 21.684 1165.59
  94 0.935 21.828 1130.85
  95 0.945 21.542 1069.01
  96 0.955 21.48 1062.48
  97 0.965 21.288 1057.37
  98 0.975 20.804 1050.16
  99 0.985 20.438 1059.82
  100 0.995 19.636 1070.95
80000 100 2111.9999999999995
  1 0.005 20.046 1059.75
  2 0.015 20.756 1021.8
  3 0.025 21.164 1040.06
  4 0.035 21.298 1080.87
  5 0.045 21.658 1038.38
  6 0.055 21.664 1039.98
  7 0.065 21.752 1062.54
  8 0.075 21.874 1118.94
  9 0.085 21.85 1156.46
  10 0.095 21.758 1185.65
  11 0.105 21.05 1204.25
  12 0.115 20.396 1166.22
  13 0.125 20.12 1182.77
  14 0.135 20.25 1125.94
  15 0.145 21.148 1080.74
  16 0.155 21.542 1050.33
  17 0.165 21.894 1017.23
  18 0.175 21.768 1084.6
  19 0.185 21.854 1050.1
  20 0.195 21.686 1107.71
  21 0.205 21.636 1089.73
  22 0.215 21.618 1109.04
  23 0.225 21.192 1130.06
  24 0.235 21.03 1125.44
  25 0.245 20.124 1150
  26 0.255 19.752 1189.1
  27 0.265 19.936 1232.48
  28 0.275 20.324 1243.79
  29 0.285 20.894 1214.63
  30 0.295 21.426 1169.9
  31 0.305 21.548 1142
  32 0.315 21.628 1173
  33 0.325 21.792 1197.17
  34 0.335 21.794 1215.76
  35 0.345 21.774 1205.39
  36 0.355 21.664 1220.22
  37 0.365 21.124 1252.35
  38 0.375 20.244 1256.17
  39 0.385 20.138 1226.83
  40 0.395 20.328 1233.2
  41 0.405 20.958 1314.06
  42 0.415 21.76 1239.76
  43 0.425 21.83 1201.24
  44 0.435 21.74 1255.21
  45 0.445 21.822 1366.62
  46 0.455 21.546 1339.91
  47 0.465 21.392 1342.38
  48 0.475 21.208 1292.94
  49 0.485 20.552 1373.3
  50 0.495 19.974 1321.77
  51 0.505 19.604 1422.92
  52 0.515 19.752 1285.34
  53 0.525 20.858 1227.92
  54 0.535 21.078 1268.11
  55 0.545 21.534 1251.71
  56 0.555 21.594 1300.61
  57 0.565 21.646 1370.77
  58 0.575 21.844 1367.3
  59 0.585 21.852 1391.55
  60 0.595 21.57 1332.17
  61 0.605 20.976 1306.78
  62 0.615 19.848 1378.87
  63 0.625 19.93 1347.47
  64 0.635 20.71 1355.48
  65 0.645 21.296 1367.29
  66 0.655 21.728 1340.26
  67 0.665 21.866 1261.03
  68 0.675 21.684 1244.25
  69 0.685 21.788 1218.99
  70 0.695 21.518 1243.93
  71 0.705 21.138 1357.35
  72 0.715 20.934 1321.77
  73 0.725 20.244 1277.08
  74 0.735 19.916 1211.75
  75 0.745 19.906 1220.62
  76 0.755 20.316 1189.5
  77 0.765 20.766 1187.71
  78 0.775 21.366 1209.95
  79 0.785 21.552 1242.97
  80 0.795 21.516 1214.28
  81 0.805 21.73 1232.44
  82 0.815 21.862 1184.37
  83 0.825 21.798 1248.76
  84 0.835 21.642 1172.32
  85 0.845 21.188 1169.23
  86 0.855 20.7 1135.86
  87 0.865 19.86 1178.43
  88 0.875 20.3 1152.29
  89 0.885 20.854 1153.61
  90 0.895 21.726 1145.02
  91 0.905 21.78 1159.62
  92 0.915 21.836 1118.73
  93 0.925 21.892 1077.35
  94 0.935 21.574 1091.22
  95 0.945 21.668 1112.85
  96 0.955 21.47 1094
  97 0.965 21.14 1076.25
  98 0.975 20.652 1128.44
  99 0.985 19.84 1100.02
  100 0.995 19.882 1094.5
85000 100 2112.0000000000005
  1 0.005 20.106 1054.73
  2 0.015 20.512 1043.74
  3 0.025 21.308 1010.02
  4 0.035 21.472 1014.09
  5 0.045 21.528 1069.42
  6 0.055 21.76 1101.5
  7 0.065 21.676 1148.95
  8 0.075 21.836 1173.31
  9 0.085 21.84 1152.49
  10 0.095 21.588 1161.31
  11 0.105 21.278 1116.88
  12 0.115 20.3 1071.4
  13 0.125 20.216 1072.91
  14 0.135 20.514 1078.31
  15 0.145 21.064 1084.16
  16 0.155 21.398 1034.58
  17 0.165 21.696 1121.19
  18 0.175 21.814 1099.49
  19 0.185 21.91 1030.76
  20 0.195 21.73 1036.61
  21 0.205 21.696 1049.78
  22 0.215 21.486 1083.75
  23 0.225 21.482 1060.03
  24 0.235 20.944 1085.03
  25 0.245 20.322 1128.58
  26 0.255 19.688 1161.62
  27 0.265 19.69 1184.54
  28 0.275 20.452 1174.9
  29 0.285 20.842 1248.29
  30 0.295 21.37 1248.26
  31 0.305 21.344 1245.02
  32 0.315 21.732 1247.27
  33 0.325 21.684 1209.96
  34 0.335 21.996 1225.91
  35 0.345 21.62 1245.16
  36 0.355 21.748 1266.7
  37 0.365 20.92 1298.91
  38 0.375 20.452 1275.46
  39 0.385 19.828 1280.61
  40 0.395 20.528 1359.24
  41 0.405 21.02 1408.49
  42 0.415 21.676 1369.15
  43 0.425 21.828 1342.92
  44 0.435 21.894 1378.15
  45 0.445 21.638 1361.99
  46 0.455 21.446 1330.33
  47 0.465 21.544 1239.84
  48 0.475 20.862 1301.55
  49 0.485 20.614 1291.31
  50 0.495 19.846 1275.82
  51 0.505 19.578 1303.81
  52 0.515 20.242 1294.55
  53 0.525 20.744 1303.54
  54 0.535 21.226 1248.73
  55 0.545 21.444 1309.99
  56 0.555 21.588 1264.85
  57 0.565 21.826 1234.23
  58 0.575 21.906 1285.95
  59 0.585 21.552 1357.51
  60 0.595 21.658 1321.71
  61 0.605 21.136 1238.26
