# Chunk-averaged data for fix 3 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
45000 100 2112.0000000000005
  14 0.135 20.148 944.043
  15 0.145 20.488 933.797
  16 0.155 21.366 971.363
  17 0.165 21.874 961.132
  18 0.175 21.9 978.852
  19 0.185 21.934 960.412
  20 0.195 21.698 957.507
  21 0.205 21.644 942.318
  22 0.215 21.602 921.422
  23 0.225 21.436 941.323
  24 0.235 20.94 986.253
  25 0.245 20.442 994.598
  26 0.255 19.812 996.066
  27 0.265 19.78 1028.15
  28 0.275 20.074 1009.29
  29 0.285 20.778 1009.12
  30 0.295 21.33 1024.27
  31 0.305 21.53 1118.14
  32 0.315 21.57 1129.86
  33 0.325 21.674 1082.06
  34 0.335 21.904 991.701
  35 0.345 21.908 1014.12
  36 0.355 21.774 1088.91
  37 0.365 21.068 1102.82
  38 0.375 20.072 1140.02
  39 0.385 19.266 1204.22
  40 0.395 20.472 1155.41
  41 0.405 21.45 1089.64
  42 0.415 21.888 1086.14
  43 0.425 21.884 1072.15
  44 0.435 21.816 1109.21
  45 0.445 21.614 1110.56
  46 0.455 21.556 1125.45
  47 0.465 21.252 1149.33
  48 0.475 20.894 1131.73
  49 0.485 20.082 1143.02
  50 0.495 19.544 1158.41
  51 0.505 19.662 1189.67
  52 0.515 20.436 1186.14
  53 0.525 21.046 1128.9
  54 0.535 21.336 1145.69
  55 0.545 21.544 1096.49
  56 0.555 21.726 1067.8
  57 0.565 21.826 1093.3
  58 0.575 21.886 1116.17
  59 0.585 21.726 1091.57
  60 0.595 21.386 1055.11
  61 0.605 20.304 1077.81
  62 0.615 19.9 1086.97
  63 0.625 20.248 1112.94
  64 0.635 20.89 1087.95
  65 0.645 21.538 1061.53
  66 0.655 21.874 1022.79
  67 0.665 21.914 1023.97
  68 0.675 21.822 1020.09
  69 0.685 21.566 1035.16
  70 0.695 21.678 996.075
  71 0.705 21.446 996.767
  72 0.715 21.184 965.972
  73 0.725 20.494 956.54
  74 0.735 19.732 1001.67
  75 0.745 19.65 1088.05
  76 0.755 19.922 1076.27
  77 0.765 20.798 1103.14
  78 0.775 21.272 1116.75
  79 0.785 21.488 1049.43
  80 0.795 21.594 1000.77
  81 0.805 21.754 996.398
  82 0.815 21.818 1053.34
  83 0.825 21.902 1007.62
  84 0.835 21.816 1008.54
  85 0.845 21.406 976.591
  86 0.855 20.434 953.687
  87 0.865 19.378 965.993
  88 0.875 20.232 949.876
  89 0.885 21.052 911.052
  90 0.895 21.796 906.403
  91 0.905 21.904 898.836
  92 0.915 21.938 883.505
  93 0.925 21.828 866.033
  94 0.935 21.644 858.749
  95 0.945 21.692 864.307
  96 0.955 21.518 856.138
  97 0.965 21.36 926.606
  98 0.975 20.904 896.319
  99 0.985 20.22 871.46
  100 0.995 19.638 842.563
60000 100 2112
  1 0.005 19.746 957.937
  2 0.015 20.346 880.409
  3 0.025 21.082 856.536
  4 0.035 21.478 882.798
  5 0.045 21.5 895.998
  6 0.055 21.654 885.318
  7 0.065 21.74 943.972
  8 0.075 21.786 951.961
  9 0.085 21.908 964.055
  10 0.095 21.772 937.846
  11 0.105 21.552 926.528
  12 0.115 20.828 926.356
  13 0.125 20.022 922.619
  14 0.135 19.716 980.227
  15 0.145 20.794 955.924
  16 0.155 21.486 911.423
  17 0.165 21.832 893.75
  18 0.175 21.938 896.74
  19 0.185 21.842 912.314
  20 0.195 21.83 919.686
  21 0.205 21.578 935.565
  22 0.215 21.504 972.334
  23 0.225 21.426 945.523
  24 0.235 20.948 927.558
  25 0.245 20.166 899.151
  26 0.255 19.458 925.098
  27 0.265 19.896 977.698
  28 0.275 20.432 1003.87
  29 0.285 20.864 1039.42
  30 0.295 21.43 986.408
  31 0.305 21.49 1066.19
  32 0.315 21.63 1047.38
  33 0.325 21.746 1050.33
  34 0.335 21.898 1091.87
  35 0.345 21.888 1051.71
  36 0.355 21.622 1049.73
  37 0.365 21.044 1075.53
  38 0.375 20.03 1142.2
  39 0.385 19.606 1169.56
  40 0.395 20.512 1138.48
  41 0.405 21.554 1112.9
  42 0.415 21.68 1121.87
  43 0.425 21.886 1111.02
  44 0.435 21.784 1095.5
  45 0.445 21.684 1092.81
  46 0.455 21.614 1118.26
  47 0.465 21.432 1115.62
  48 0.475 21.094 1136.09
  49 0.485 20.294 1201.11
  50 0.495 19.742 1186.41
  51 0.505 19.342 1156.48
  52 0.515 20.118 1171.46
  53 0.525 20.954 1138.51
  54 0.535 21.3 1169.32
  55 0.545 21.484 1167.39
  56 0.555 21.636 1124.26
  57 0.565 21.768 1062.75
  58 0.575 21.858 1097.81
  59 0.585 21.752 1127.11
  60 0.595 21.488 1051.56
  61 0.605 20.726 1045.68
  62 0.615 20.036 1021.03
  63 0.625 20.066 1060.38
  64 0.635 20.574 1068.88
  65 0.645 21.612 1042.33
  66 0.655 21.722 1038.47
  67 0.665 21.888 1057.48
  68 0.675 21.822 1058.54
  69 0.685 21.664 1051.33
  70 0.695 21.448 1006.84
  71 0.705 21.502 1018.47
  72 0.715 21.104 1042.55
  73 0.725 20.31 1041.55
  74 0.735 19.544 1113.76
  75 0.745 19.324 1104.25
  76 0.755 20.418 1105.56
  77 0.765 20.908 1041.7
  78 0.775 21.346 983.706
  79 0.785 21.626 950.314
  80 0.795 21.614 997.182
  81 0.805 21.754 1008.82
  82 0.815 21.832 998.859
  83 0.825 21.898 951.176
  84 0.835 21.69 982.42
  85 0.845 21.338 983.339
  86 0.855 20.56 943.269
  87 0.865 19.658 949.259
  88 0.875 20.096 921.123
  89 0.885 21.118 914.962
  90 0.895 21.614 923.308
  91 0.905 21.922 910.511
  92 0.915 21.912 921.764
  93 0.925 21.94 893.882
  94 0.935 21.65 925.345
  95 0.945 21.558 925.895
  96 0.955 21.608 946.048
  97 0.965 21.342 953.054
  98 0.975 20.902 945.233
  99 0.985 20.2 941.324
  100 0.995 19.67 956.863
65000 100 2112
  1 0.005 19.852 894.041
  2 0.015 20.32 837.746
  3 0.025 21.152 885.196
  4 0.035 21.532 901.176
  5 0.045 21.494 895.551
  6 0.055 21.712 881.186
  7 0.065 21.692 873.78
  8 0.075 21.774 902.446
  9 0.085 21.972 838.222
  10 0.095 21.898 933.419
  11 0.105 21.368 922.392
  12 0.115 20.474 906.911
  13 0.125 19.938 905.123
  14 0.135 20.006 856.714
  15 0.145 20.97 900.333
  16 0.155 21.56 928.258
  17 0.165 21.744 873.634
  18 0.175 21.946 954.596
  19 0.185 21.848 954.206
  20 0.195 21.624 977.267
  21 0.205 21.63 990.138
  22 0.215 21.516 1024.63
  23 0.225 21.306 1008.95
  24 0.235 20.876 1008.29
  25 0.245 19.874 995.291
  26 0.255 19.622 1002.76
  27 0.265 19.77 1011.63
  28 0.275 20.728 994.849
  29 0.285 21.146 1063.15
  30 0.295 21.354 982.169
  31 0.305 21.536 1023.86
  32 0.315 21.644 1086.28
  33 0.325 21.822 1041.15
  34 0.335 21.842 1078.12
  35 0.345 21.96 1038.43
  36 0.355 21.526 1052.97
  37 0.365 20.79 1082.1
  38 0.375 19.638 1092.66
  39 0.385 20.052 1104.16
  40 0.395 20.706 1080.51
  41 0.405 21.462 1074.67
  42 0.415 21.784 1095.26
  43 0.425 21.958 1090.54
  44 0.435 21.68 1133.76
  45 0.445 21.79 1093.8
  46 0.455 21.498 1117.75
  47 0.465 21.438 1094.21
  48 0.475 21.132 1143.64
  49 0.485 20.354 1142.97
  50 0.495 19.422 1175.45
  51 0.505 19.696 1200.67
  52 0.515 19.966 1198.53
  53 0.525 20.986 1102.42
  54 0.535 21.414 1098.34
  55 0.545 21.49 1078.98
  56 0.555 21.636 1107.37
  57 0.565 21.886 1087.02
  58 0.575 21.712 1162.88
  59 0.585 21.882 1115.17
  60 0.595 21.376 1147.46
  61 0.605 20.956 1128.52
  62 0.615 20.242 1056.45
  63 0.625 19.592 1128.1
  64 0.635 20.66 1126.25
  65 0.645 21.38 1114.39
  66 0.655 21.848 1103.92
  67 0.665 21.912 1039.84
  68 0.675 21.754 1013.15
  69 0.685 21.644 1026.45
  70 0.695 21.63 1044.7
  71 0.705 21.31 1052.82
  72 0.715 21.128 1042.79
  73 0.725 20.388 1042.75
  74 0.735 19.698 1058.87
  75 0.745 19.74 1051.2
  76 0.755 20.156 1064.09
  77 0.765 20.916 1024.95
  78 0.775 21.17 1038.24
  79 0.785 21.512 1009.65
  80 0.795 21.542 961.957
  81 0.805 21.836 960.43
  82 0.815 21.774 952.203
  83 0.825 21.942 908.247
  84 0.835 21.776 915.781
  85 0.845 21.396 953.765
  86 0.855 20.852 940.901
  87 0.865 19.906 965.301
  88 0.875 20.048 961.623
  89 0.885 20.59 932.912
  90 0.895 21.534 902.776
  91 0.905 21.866 944.131
  92 0.915 21.932 920.26
  93 0.925 21.914 917.232
  94 0.935 21.702 902.913
  95 0.945 21.568 985.231
  96 0.955 21.538 958.819
  97 0.965 21.344 997.264
  98 0.975 20.88 956.366
  99 0.985 20.036 956.126
  100 0.995 19.612 922.856
70000 100 2112
  1 0.005 19.828 796.572
  2 0.015 20.606 804.781
  3 0.025 21.362 838.088
  4 0.035 21.544 826.217
  5 0.045 21.54 823.75
  6 0.055 21.732 850.681
  7 0.065 21.674 864.572
  8 0.075 21.9 875.782
  9 0.085 21.94 837.231
  10 0.095 21.824 869.09
  11 0.105 21.634 872.642
  12 0.115 20.88 903.027
  13 0.125 20.062 910.603
  14 0.135 19.7 980.101
  15 0.145 20.77 952.989
  16 0.155 21.288 971.992
  17 0.165 21.85 955.434
  18 0.175 21.854 977.697
  19 0.185 21.924 1007.49
  20 0.195 21.666 993.435
  21 0.205 21.7 1023.77
  22 0.215 21.454 1015.94
  23 0.225 21.262 1072.17
  24 0.235 20.988 1073.41
  25 0.245 19.808 1038.95
  26 0.255 19.512 1047.99
  27 0.265 19.912 1049.31
  28 0.275 20.626 1007.83
  29 0.285 21.068 996.18
  30 0.295 21.31 947.821
  31 0.305 21.592 981.94
  32 0.315 21.72 993.924
  33 0.325 21.746 992.424
  34 0.335 21.866 1026.02
  35 0.345 21.898 1033.17
  36 0.355 21.59 1010.75
  37 0.365 20.986 1010.3
  38 0.375 19.91 1076.6
  39 0.385 19.778 1071.1
  40 0.395 20.732 1148.16
  41 0.405 21.212 1186.96
  42 0.415 21.798 1122.91
  43 0.425 21.95 1189
  44 0.435 21.632 1253.57
  45 0.445 21.678 1079.16
  46 0.455 21.664 1045.78
  47 0.465 21.498 1073.34
  48 0.475 21.104 1086.15
  49 0.485 20.152 1064
  50 0.495 19.658 1066.99
  51 0.505 19.42 1048.18
  52 0.515 20.25 1084.51
  53 0.525 20.982 1085.35
  54 0.535 21.336 1144.4
  55 0.545 21.55 1155.49
  56 0.555 21.566 1180.53
  57 0.565 21.82 1126.85
  58 0.575 21.816 1162.95
  59 0.585 21.85 1215.98
  60 0.595 21.506 1152.58
  61 0.605 20.372 1160.82
  62 0.615 20.108 1104.24
  63 0.625 19.994 1102.94
  64 0.635 20.802 1137.17
  65 0.645 21.436 1119.17
  66 0.655 21.836 1120.4
  67 0.665 21.958 1091.53
  68 0.675 21.832 1090.37
  69 0.685 21.678 1052.21
  70 0.695 21.57 1041.55
  71 0.705 21.386 1016.24
  72 0.715 21.134 1026.46
  73 0.725 20.534 1037.79
  74 0.735 19.672 1007.74
  75 0.745 19.636 1016.16
  76 0.755 20.212 992.273
  77 0.765 20.8 968.618
  78 0.775 21.29 1019.05
  79 0.785 21.258 1023.03
  80 0.795 21.758 994.83
  81 0.805 21.722 988.745
  82 0.815 21.832 989.14
  83 0.825 21.862 960.158
  84 0.835 21.814 899.002
  85 0.845 21.536 889.428
  86 0.855 20.654 922.171
  87 0.865 20.212 902.937
  88 0.875 20.06 956.893
  89 0.885 20.468 985.093
  90 0.895 21.42 1025.26
  91 0.905 21.762 1014.27
  92 0.915 21.914 983.485
  93 0.925 21.866 945.441
  94 0.935 21.648 942.068
  95 0.945 21.556 970.66
  96 0.955 21.564 978.826
  97 0.965 21.332 1013.9
  98 0.975 20.862 960.252
  99 0.985 19.772 930.953
  100 0.995 19.4 840.055
75000 100 2112
  1 0.005 19.478 845.18
  2 0.015 20.614 836.204
  3 0.025 21.008 896.883
  4 0.035 21.342 915.122
  5 0.045 21.626 888.725
  6 0.055 21.634 860.523
  7 0.065 21.668 878.502
  8 0.075 21.848 894.499
  9 0.085 21.944 902.309
  10 0.095 21.826 856.357
  11 0.105 21.744 874.117
  12 0.115 20.99 924.501
  13 0.125 19.984 947.477
  14 0.135 19.71 945.503
  15 0.145 20.604 993.327
  16 0.155 21.198 1039.56
  17 0.165 21.9 948.432
  18 0.175 21.866 977.638
  19 0.185 21.976 943.452
  20 0.195 21.604 1002.66
  21 0.205 21.64 934.704
  22 0.215 21.488 942.721
  23 0.225 21.462 944.787
  24 0.235 20.942 954.164
  25 0.245 20.046 972.868
  26 0.255 19.576 940.593
  27 0.265 19.662 987.107
  28 0.275 20.708 959.609
  29 0.285 20.932 976.202
  30 0.295 21.418 972.072
  31 0.305 21.476 1051.51
  32 0.315 21.646 1088.36
  33 0.325 21.75 1098.88
  34 0.335 21.858 1145.47
  35 0.345 21.828 1128.25
  36 0.355 21.764 1102.79
  37 0.365 20.868 1082.92
  38 0.375 20.16 1131.67
  39 0.385 19.574 1096.56
  40 0.395 20.542 1115.87
  41 0.405 21.348 1124.72
  42 0.415 21.944 1083.22
  43 0.425 21.806 1108.81
  44 0.435 21.84 1182.27
  45 0.445 21.566 1195.79
  46 0.455 21.518 1130.52
  47 0.465 21.406 1107.42
  48 0.475 21.162 1123.38
  49 0.485 20.33 1132.49
  50 0.495 19.642 1196.11
  51 0.505 19.384 1146.82
  52 0.515 20.1 1116.33
  53 0.525 21 1154.63
  54 0.535 21.416 1175.23
  55 0.545 21.442 1108.72
  56 0.555 21.708 1190.74
  57 0.565 21.75 1132.99
  58 0.575 21.878 1079.75
  59 0.585 21.892 1092.01
  60 0.595 21.396 1100.46
  61 0.605 20.708 1106.13
  62 0.615 19.784 1082.68
  63 0.625 19.932 996.61
  64 0.635 20.876 1006.92
  65 0.645 21.588 1010.13
  66 0.655 21.736 1039.5
  67 0.665 21.906 1019.87
  68 0.675 21.8 1063.99
  69 0.685 21.642 1093.12
  70 0.695 21.596 1065.74
  71 0.705 21.292 1035.82
  72 0.715 21.21 962.641
  73 0.725 20.374 967.957
  74 0.735 19.626 1027.36
  75 0.745 19.518 989.28
  76 0.755 20.33 970.705
  77 0.765 20.988 963.285
  78 0.775 21.286 1010.88
  79 0.785 21.31 1047.24
  80 0.795 21.702 1019.72
  81 0.805 21.814 1043.15
  82 0.815 21.768 1051.15
  83 0.825 21.796 981.607
  84 0.835 21.79 1024.18
  85 0.845 21.216 984.819
  86 0.855 20.144 1017.14
  87 0.865 19.874 1006.3
  88 0.875 20.416 990.623
  89 0.885 21.09 957.303
  90 0.895 21.674 942.365
  91 0.905 21.854 979.893
  92 0.915 21.922 935.054
  93 0.925 21.81 938.724
  94 0.935 21.76 946.354
  95 0.945 21.504 929.474
  96 0.955 21.54 906.627
  97 0.965 21.484 945.111
  98 0.975 21.104 889.453
  99 0.985 20.222 907.741
  100 0.995 19.582 865.608
80000 100 2111.9999999999995
  1 0.005 19.794 866.173
  2 0.015 20.504 885.763
  3 0.025 21.212 879.942
  4 0.035 21.476 875.328
  5 0.045 21.514 899.975
  6 0.055 21.612 849.87
  7 0.065 21.75 893.857
  8 0.075 21.912 940.86
  9 0.085 21.856 970.332
  10 0.095 21.838 926.009
  11 0.105 21.556 895.666
  12 0.115 20.782 924.626
  13 0.125 19.878 936.034
  14 0.135 20.146 936.974
  15 0.145 20.578 909.342
  16 0.155 21.378 910.985
  17 0.165 21.876 926.672
  18 0.175 21.868 994.525
  19 0.185 21.79 984.02
  20 0.195 21.75 1019.11
  21 0.205 21.708 998.35
  22 0.215 21.506 1010.98
  23 0.225 21.382 992.568
  24 0.235 20.804 966.513
  25 0.245 20.144 983.28
  26 0.255 19.818 1023.77
  27 0.265 20.23 947.999
  28 0.275 20.452 1015.75
  29 0.285 20.776 1071.49
  30 0.295 21.292 1027.58
  31 0.305 21.338 1053.7
  32 0.315 21.65 1088.47
  33 0.325 21.728 1063.47
  34 0.335 21.824 1142.84
  35 0.345 21.864 1055.67
  36 0.355 21.536 1011.25
  37 0.365 20.84 1019.31
  38 0.375 20.374 1080.32
  39 0.385 19.768 1096.44
  40 0.395 20.368 1082.65
  41 0.405 21.358 1077.8
  42 0.415 21.864 1069.27
  43 0.425 21.772 1106.02
  44 0.435 21.814 1143.58
  45 0.445 21.702 1134.1
  46 0.455 21.404 1156.89
  47 0.465 21.63 1142.61
  48 0.475 20.9 1139.56
  49 0.485 20.282 1116.02
  50 0.495 19.474 1073.77
  51 0.505 19.608 1120.36
  52 0.515 20.292 1139.01
  53 0.525 20.84 1161.46
  54 0.535 21.49 1175.42
  55 0.545 21.442 1187.48
  56 0.555 21.656 1170.73
  57 0.565 21.808 1169.01
  58 0.575 21.806 1155.08
  59 0.585 21.822 1092.37
  60 0.595 21.35 1073.21
  61 0.605 20.358 1058.54
  62 0.615 20.064 1043.64
  63 0.625 20.06 998.975
  64 0.635 20.9 957.448
  65 0.645 21.62 964.833
  66 0.655 21.882 1058.72
  67 0.665 21.788 1055.06
  68 0.675 21.806 997.994
  69 0.685 21.666 1038.95
  70 0.695 21.572 1056.26
  71 0.705 21.36 1027.96
  72 0.715 21.138 1033.71
  73 0.725 20.392 1082.82
  74 0.735 19.692 1065.54
  75 0.745 19.574 1068.56
  76 0.755 20.296 1076.32
  77 0.765 20.81 1035.85
  78 0.775 21.332 1022.51
  79 0.785 21.374 994.908
  80 0.795 21.666 979.466
  81 0.805 21.798 940.75
  82 0.815 21.838 993.387
  83 0.825 21.866 962.943
  84 0.835 21.812 980.516
  85 0.845 21.32 1000.92
  86 0.855 20.598 970.794
  87 0.865 19.768 982.737
  88 0.875 20.312 913.921
  89 0.885 20.904 973.094
  90 0.895 21.43 982.947
  91 0.905 21.82 1057.93
  92 0.915 21.938 1016.45
  93 0.925 21.808 963.945
  94 0.935 21.572 914.899
  95 0.945 21.688 876.525
  96 0.955 21.536 865.91
  97 0.965 21.288 886.203
  98 0.975 21.14 881.05
  99 0.985 19.978 954.157
  100 0.995 19.45 906.041
85000 100 2112
  1 0.005 19.78 926.591
  2 0.015 20.456 894.693
  3 0.025 20.954 913.322
  4 0.035 21.358 912.315
  5 0.045 21.56 957.623
  6 0.055 21.566 933.727
  7 0.065 21.744 932.024
  8 0.075 21.828 961.333
  9 0.085 21.928 907.468
  10 0.095 21.878 911.426
  11 0.105 21.57 869.801
  12 0.115 20.73 849.587
  13 0.125 20.476 843.726
  14 0.135 20.014 894.356
  15 0.145 20.49 987.488
  16 0.155 21.142 1009.19
  17 0.165 21.74 1004.16
  18 0.175 21.852 1001.63
  19 0.185 21.836 981.19
  20 0.195 21.858 937.169
  21 0.205 21.572 978.621
  22 0.215 21.538 990.321
  23 0.225 21.452 971.221
  24 0.235 20.764 1006.24
  25 0.245 20.348 993.751
  26 0.255 19.642 965.963
  27 0.265 19.774 981.898
  28 0.275 20.358 899.554
  29 0.285 21.018 966.018
  30 0.295 21.324 1076.65
  31 0.305 21.412 1114.95
  32 0.315 21.67 1074.15
  33 0.325 21.796 1125.09
  34 0.335 21.796 1072.93
  35 0.345 21.796 1062.04
  36 0.355 21.444 1082.53
  37 0.365 20.618 1087.34
  38 0.375 20.046 1064.34
  39 0.385 20.116 1117.92
  40 0.395 20.764 1088.59
  41 0.405 21.268 1121.14
  42 0.415 21.854 1139.02
  43 0.425 21.896 1135.77
  44 0.435 21.87 1088.43
  45 0.445 21.602 1125.13
  46 0.455 21.442 1127.61
  47 0.465 21.38 1176.02
  48 0.475 21.028 1131.26
  49 0.485 20.152 1117.39
  50 0.495 19.268 1165.44
  51 0.505 19.656 1074.13
  52 0.515 20.406 1089.71
  53 0.525 21.264 999.553
  54 0.535 21.256 1051.54
  55 0.545 21.428 1083.29
  56 0.555 21.816 1089.27
  57 0.565 21.822 1121.69
  58 0.575 21.81 1143.52
  59 0.585 21.628 1084.69
  60 0.595 21.264 1071.26
  61 0.605 20.918 1074.61
  62 0.615 19.904 1119.28
  63 0.625 19.978 1132.04
  64 0.635 20.856 1108.03
  65 0.645 21.538 1123.09
  66 0.655 21.818 1118.43
  67 0.665 21.886 1049.82
  68 0.675 21.784 1069.87
  69 0.685 21.524 1080.83
  70 0.695 21.522 1097.22
  71 0.705 21.488 1007.33
  72 0.715 20.972 1030.06
  73 0.725 20.258 1036.07
  74 0.735 19.45 1038.2
  75 0.745 19.822 1068.32
  76 0.755 20.426 1014.95
  77 0.765 21.046 956.808
  78 0.775 21.198 998.932
  79 0.785 21.524 907.576
  80 0.795 21.624 891.776
  81 0.805 21.814 974.301
  82 0.815 21.852 978.994
  83 0.825 21.804 929.599
  84 0.835 21.838 941.804
  85 0.845 21.6 932.501
  86 0.855 20.538 950.207
  87 0.865 19.916 985.841
  88 0.875 20.102 944.528
