# Chunk-averaged data for fix 3 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
45000 100 2112.0000000000005
  1 0.005 19.094 653.497
  2 0.015 19.88 645.696
  3 0.025 21.314 657.439
  4 0.035 21.484 664.694
  5 0.045 21.53 616.565
  6 0.055 21.546 646.022
  7 0.065 21.674 686.039
  8 0.075 21.76 658.881
  9 0.085 22.008 731.755
  10 0.095 21.892 812.122
  11 0.105 21.854 791.378
  12 0.115 21.124 820.493
  13 0.125 19.832 789.849
  14 0.135 19.588 756.221
  15 0.145 20.4 818.87
  16 0.155 21.498 840.216
  17 0.165 21.772 836.364
  18 0.175 21.93 822.663
  19 0.185 21.878 814.898
  20 0.195 21.8 831.901
  21 0.205 21.544 824.454
  22 0.215 21.464 847.623
  23 0.225 21.338 874.181
  24 0.235 20.978 853.645
  25 0.245 19.734 893.668
  26 0.255 19.03 859.21
  27 0.265 19.542 892.591
  28 0.275 20.838 781.74
  29 0.285 21.384 822.436
  30 0.295 21.536 866.497
  31 0.305 21.49 898.881
  32 0.315 21.7 819.56
  33 0.325 21.888 845.258
  34 0.335 21.922 844.399
  35 0.345 21.896 865.403
  36 0.355 21.572 848.048
  37 0.365 20.21 841.662
  38 0.375 19.752 848.273
  39 0.385 19.99 904.282
  40 0.395 20.944 907.051
  41 0.405 21.674 920.741
  42 0.415 21.876 923.038
  43 0.425 21.896 948.053
  44 0.435 21.67 1013.95
  45 0.445 21.63 964.351
  46 0.455 21.438 953.887
  47 0.465 21.282 976.965
  48 0.475 20.69 982.16
  49 0.485 19.772 981.104
  50 0.495 19.236 981.271
  51 0.505 19.678 945.603
  52 0.515 20.798 888.006
  53 0.525 21.422 889.448
  54 0.535 21.372 907.406
  55 0.545 21.666 812.359
  56 0.555 21.67 804.73
  57 0.565 21.916 826.815
  58 0.575 21.97 837.988
  59 0.585 21.894 857.368
  60 0.595 21.71 843.003
  61 0.605 20.314 840.055
  62 0.615 19.57 823.599
  63 0.625 19.81 851.521
  64 0.635 20.946 841.063
  65 0.645 21.816 805.904
  66 0.655 21.888 813.022
  67 0.665 21.988 831.713
  68 0.675 21.772 813.464
  69 0.685 21.672 833.387
  70 0.695 21.58 808.222
  71 0.705 21.464 749.16
  72 0.715 21.452 757.092
  73 0.725 20.908 788.866
  74 0.735 19.72 789.466
  75 0.745 19.108 765.862
  76 0.755 19.766 790.303
  77 0.765 20.788 784.23
  78 0.775 21.336 766.401
  79 0.785 21.506 742.467
  80 0.795 21.61 765.659
  81 0.805 21.658 791.205
  82 0.815 21.77 773.195
  83 0.825 21.974 794.443
  84 0.835 21.902 782.876
  85 0.845 21.704 780.032
  86 0.855 21.04 803.333
  87 0.865 19.974 770.549
  88 0.875 19.538 776.353
  89 0.885 20.524 751.046
  90 0.895 21.362 720.921
  91 0.905 21.882 706.036
  92 0.915 21.99 697.251
  93 0.925 21.934 726.533
  94 0.935 21.674 765.344
  95 0.945 21.718 714.494
  96 0.955 21.464 715.577
  97 0.965 21.374 692.845
  98 0.975 21.29 679.155
  99 0.985 20.648 691.669
  100 0.995 19.696 643.626
55000 100 2111.9999999999995
  1 0.005 19.24 690.308
  2 0.015 19.858 709.048
  3 0.025 21.074 721.969
  4 0.035 21.454 723.909
  5 0.045 21.55 702.624
  6 0.055 21.508 712.803
  7 0.065 21.684 711.578
  8 0.075 21.838 716.607
  9 0.085 21.966 675.023
  10 0.095 21.982 690.382
  11 0.105 21.84 746.068
  12 0.115 21.074 780.592
  13 0.125 19.972 793.26
  14 0.135 19.564 782.89
  15 0.145 20.268 824.192
  16 0.155 21.53 827.527
  17 0.165 21.734 822.203
  18 0.175 21.944 805.99
  19 0.185 21.882 792.658
  20 0.195 21.752 800.956
  21 0.205 21.514 779.426
  22 0.215 21.544 814.808
  23 0.225 21.448 812.048
  24 0.235 21.118 819.151
  25 0.245 19.834 843.746
  26 0.255 19.026 813.873
  27 0.265 19.606 807.864
  28 0.275 20.652 809.779
  29 0.285 21.334 874.743
  30 0.295 21.416 840.75
  31 0.305 21.46 879.517
  32 0.315 21.73 859.03
  33 0.325 21.848 833.013
  34 0.335 21.904 846.169
  35 0.345 21.972 857.147
  36 0.355 21.486 876.714
  37 0.365 20.376 921.375
  38 0.375 19.836 908.967
  39 0.385 19.74 932.648
  40 0.395 21.06 937.795
  41 0.405 21.604 972.164
  42 0.415 21.886 983.726
  43 0.425 21.882 959.453
  44 0.435 21.692 975.575
  45 0.445 21.658 969.953
  46 0.455 21.4 934.647
  47 0.465 21.188 916.954
  48 0.475 21.01 890.938
  49 0.485 19.996 905.25
  50 0.495 19.232 890.32
  51 0.505 19.65 910.087
  52 0.515 20.53 888.946
  53 0.525 21.324 859.303
  54 0.535 21.452 873.721
  55 0.545 21.588 881.154
  56 0.555 21.594 892.977
  57 0.565 21.912 855.618
  58 0.575 21.942 836.083
  59 0.585 21.946 833.3
  60 0.595 21.672 816.404
  61 0.605 20.76 847.685
  62 0.615 19.286 875.092
  63 0.625 19.948 874.248
  64 0.635 20.758 904.687
  65 0.645 21.72 896.303
  66 0.655 21.858 891.972
  67 0.665 21.976 798.957
  68 0.675 21.838 863.202
  69 0.685 21.652 861.068
  70 0.695 21.354 832.72
  71 0.705 21.628 789.719
  72 0.715 21.33 777.25
  73 0.725 20.756 788.004
  74 0.735 19.334 792.68
  75 0.745 19.044 790.977
  76 0.755 19.984 809.021
  77 0.765 21.078 771.975
  78 0.775 21.53 761.263
  79 0.785 21.36 798.376
  80 0.795 21.694 797.634
  81 0.805 21.636 786.422
  82 0.815 21.944 769.925
  83 0.825 21.94 748.911
  84 0.835 21.914 761.105
  85 0.845 21.73 730.809
  86 0.855 20.978 705.845
  87 0.865 19.544 740.34
  88 0.875 19.898 699.385
  89 0.885 20.562 740.738
  90 0.895 21.458 766.516
  91 0.905 21.902 729.031
  92 0.915 21.942 748.294
  93 0.925 21.844 741.843
  94 0.935 21.786 706.581
  95 0.945 21.652 678.64
  96 0.955 21.57 672.432
  97 0.965 21.406 669.937
  98 0.975 21.29 674.804
  99 0.985 20.62 640.392
  100 0.995 19.72 654.174
60000 100 2112.0000000000005
  1 0.005 19.388 724.835
  2 0.015 20.24 722.165
  3 0.025 20.962 733.216
  4 0.035 21.448 731.205
  5 0.045 21.572 716.345
  6 0.055 21.482 711.364
  7 0.065 21.692 677.619
  8 0.075 21.97 707.525
  9 0.085 21.906 757.128
  10 0.095 21.96 759.949
  11 0.105 21.658 769.412
  12 0.115 20.868 741.142
  13 0.125 19.602 769.817
  14 0.135 19.65 722.139
  15 0.145 20.756 724.867
  16 0.155 21.578 735.474
  17 0.165 21.916 748.175
  18 0.175 21.996 748.742
  19 0.185 21.848 787.429
  20 0.195 21.756 759.917
  21 0.205 21.668 732.096
  22 0.215 21.436 785.386
  23 0.225 21.406 841.479
  24 0.235 21.03 883.334
  25 0.245 20.06 899.627
  26 0.255 19.3 859.76
  27 0.265 19.532 834.406
  28 0.275 20.392 814.089
  29 0.285 21.27 808.778
  30 0.295 21.466 802.207
  31 0.305 21.606 891.022
  32 0.315 21.512 880.81
  33 0.325 21.832 882.059
  34 0.335 21.936 865.49
  35 0.345 21.936 866.155
  36 0.355 21.716 855.841
  37 0.365 20.846 893.426
  38 0.375 19.862 946.769
  39 0.385 19.702 962.523
  40 0.395 20.56 974.211
  41 0.405 21.524 944.027
  42 0.415 21.792 930.452
  43 0.425 21.804 880.598
  44 0.435 21.912 899.719
  45 0.445 21.7 884.643
  46 0.455 21.354 924.296
  47 0.465 21.338 906.558
  48 0.475 21.03 946.179
  49 0.485 20.286 898.661
  50 0.495 19.626 875.82
  51 0.505 19.238 900.974
  52 0.515 20.316 881.593
  53 0.525 21.114 946.364
  54 0.535 21.5 888.005
  55 0.545 21.434 868.748
  56 0.555 21.654 874.409
  57 0.565 21.804 920.955
  58 0.575 21.96 897.795
  59 0.585 21.91 905.053
  60 0.595 21.496 883.437
  61 0.605 20.446 923.792
  62 0.615 19.804 897.835
  63 0.625 19.718 860.211
  64 0.635 20.978 915.199
  65 0.645 21.656 859.922
  66 0.655 21.9 835.862
  67 0.665 21.936 834.051
  68 0.675 21.814 845.24
  69 0.685 21.56 852.905
  70 0.695 21.568 787.739
  71 0.705 21.414 809.369
  72 0.715 21.242 803.61
  73 0.725 20.276 817.946
  74 0.735 19.24 859.466
  75 0.745 19.454 778.78
  76 0.755 20.312 730.756
  77 0.765 21.068 787.312
  78 0.775 21.468 771.983
  79 0.785 21.578 733.557
  80 0.795 21.508 743.717
  81 0.805 21.812 747.763
  82 0.815 21.93 767.435
  83 0.825 21.848 783.863
  84 0.835 21.898 781.764
  85 0.845 21.662 785.556
  86 0.855 20.384 741.372
  87 0.865 19.964 730.379
  88 0.875 19.848 729.57
  89 0.885 20.794 694.078
  90 0.895 21.582 693.414
  91 0.905 21.88 725.817
  92 0.915 21.898 725.031
  93 0.925 21.902 691.054
  94 0.935 21.826 725.828
  95 0.945 21.634 683.536
  96 0.955 21.488 694.723
  97 0.965 21.414 722.737
  98 0.975 21.158 688.087
  99 0.985 20.51 704.69
  100 0.995 19.52 708.131
65000 100 2112
  1 0.005 19.65 670.673
  2 0.015 20.314 691.171
  3 0.025 21.372 703.251
  4 0.035 21.366 725.997
  5 0.045 21.49 732.152
  6 0.055 21.682 741.765
  7 0.065 21.608 719.996
  8 0.075 21.952 699.426
  9 0.085 21.964 707.557
  10 0.095 21.968 735.536
  11 0.105 21.762 703.375
  12 0.115 21.244 714.534
  13 0.125 19.804 708.879
  14 0.135 19.424 759.024
  15 0.145 20.372 792.022
  16 0.155 21.48 770.947
  17 0.165 21.962 784.081
  18 0.175 21.948 774.558
  19 0.185 21.82 774.535
  20 0.195 21.754 764.219
  21 0.205 21.632 759.256
  22 0.215 21.55 752.036
  23 0.225 21.446 810.88
  24 0.235 21.114 822.988
  25 0.245 20.242 818.918
  26 0.255 19.344 831.327
  27 0.265 19.376 823.161
  28 0.275 20.378 805.744
  29 0.285 21.122 848.766
  30 0.295 21.458 827.259
  31 0.305 21.516 828.587
  32 0.315 21.664 853.78
  33 0.325 21.732 868.25
  34 0.335 21.908 853.442
  35 0.345 21.974 893.386
  36 0.355 21.756 861.785
  37 0.365 20.812 886.258
  38 0.375 20.136 867.465
  39 0.385 19.73 892.592
  40 0.395 20.324 920.336
  41 0.405 21.324 941.515
  42 0.415 21.896 858.185
  43 0.425 21.886 899.097
  44 0.435 21.834 961.502
  45 0.445 21.602 980.275
  46 0.455 21.448 1030.04
  47 0.465 21.318 980.718
  48 0.475 21 986.413
  49 0.485 20.23 981.593
  50 0.495 19.268 994.011
  51 0.505 19.4 1034.79
  52 0.515 20.4 968.957
  53 0.525 21.16 1009.06
  54 0.535 21.434 921.585
  55 0.545 21.646 910.164
  56 0.555 21.63 867.513
  57 0.565 21.798 836.4
  58 0.575 21.966 803.351
  59 0.585 21.904 870.653
  60 0.595 21.546 815.661
  61 0.605 20.608 818.295
  62 0.615 19.5 832.721
  63 0.625 19.774 811.696
  64 0.635 20.894 801.617
  65 0.645 21.834 808.624
  66 0.655 21.93 832.494
  67 0.665 21.926 810.892
  68 0.675 21.852 819.673
  69 0.685 21.688 850.209
  70 0.695 21.482 841.65
  71 0.705 21.462 822.725
  72 0.715 21.232 767.974
  73 0.725 20.734 775.952
  74 0.735 19.622 780.683
  75 0.745 19.262 797.241
  76 0.755 20.018 770.702
  77 0.765 20.856 760.688
  78 0.775 21.326 780.207
  79 0.785 21.478 732.037
  80 0.795 21.56 731.874
  81 0.805 21.726 733.858
  82 0.815 21.864 781.99
  83 0.825 21.948 764.702
  84 0.835 21.914 747.816
  85 0.845 21.538 804.644
  86 0.855 20.434 846.597
  87 0.865 19.846 804.767
  88 0.875 19.81 769.532
  89 0.885 20.996 751.97
  90 0.895 21.54 767.169
  91 0.905 21.9 750.885
  92 0.915 21.878 737.515
  93 0.925 21.876 686.627
  94 0.935 21.634 719.788
  95 0.945 21.65 723.918
  96 0.955 21.482 770.66
  97 0.965 21.362 778.288
  98 0.975 20.884 721.434
  99 0.985 20.262 701.133
  100 0.995 19.578 671.367
70000 100 2111.9999999999995
  1 0.005 19.408 681.641
  2 0.015 20.112 701.184
  3 0.025 21.026 681.961
  4 0.035 21.38 697.953
  5 0.045 21.504 697.579
  6 0.055 21.594 697.886
  7 0.065 21.628 702.959
  8 0.075 21.93 675.767
  9 0.085 21.998 716.224
  10 0.095 21.942 720.532
  11 0.105 21.62 755.726
  12 0.115 20.978 721.249
  13 0.125 19.74 768.786
  14 0.135 19.508 758.217
  15 0.145 20.484 773.915
  16 0.155 21.776 767.82
  17 0.165 21.912 778.828
  18 0.175 21.974 731.279
  19 0.185 21.862 751.824
  20 0.195 21.71 759.551
  21 0.205 21.642 727.94
  22 0.215 21.484 738.902
  23 0.225 21.442 747.107
  24 0.235 21.042 783.099
  25 0.245 20.258 766.903
  26 0.255 19.136 806.429
  27 0.265 19.498 778.231
  28 0.275 20.474 815.989
  29 0.285 21.136 830.522
  30 0.295 21.53 809.481
  31 0.305 21.562 848.136
  32 0.315 21.624 880.349
  33 0.325 21.808 895.034
  34 0.335 21.856 940.882
  35 0.345 21.868 900.484
  36 0.355 21.56 916.477
  37 0.365 20.766 879.458
  38 0.375 19.774 841.304
  39 0.385 20.082 868.76
  40 0.395 20.494 922.686
  41 0.405 21.556 971.82
  42 0.415 21.796 990.464
  43 0.425 21.916 910.226
  44 0.435 21.784 972.384
  45 0.445 21.612 981.673
  46 0.455 21.478 966.371
  47 0.465 21.382 972.59
  48 0.475 21.136 989.1
  49 0.485 19.962 983.532
  50 0.495 19.32 961.403
  51 0.505 19.422 1019.71
  52 0.515 20.412 1000.11
  53 0.525 21.198 1019.11
  54 0.535 21.472 965.657
  55 0.545 21.552 917.538
  56 0.555 21.694 882.258
  57 0.565 21.814 887.612
  58 0.575 21.924 916.271
  59 0.585 21.89 893.693
  60 0.595 21.424 870.378
  61 0.605 20.342 835.356
  62 0.615 19.316 825.77
  63 0.625 20 819.505
  64 0.635 21.282 851.944
  65 0.645 21.724 827.245
  66 0.655 21.97 811.112
  67 0.665 21.952 807.135
  68 0.675 21.81 774.909
  69 0.685 21.656 759.823
  70 0.695 21.406 768.06
  71 0.705 21.558 796.38
  72 0.715 21.24 820.755
  73 0.725 20.436 830.345
  74 0.735 19.644 749.656
  75 0.745 19.362 743.108
  76 0.755 20.076 737.929
  77 0.765 20.99 760.955
  78 0.775 21.394 789.215
  79 0.785 21.44 809.259
  80 0.795 21.624 817.13
  81 0.805 21.694 789.755
  82 0.815 21.816 797.992
  83 0.825 21.992 791.429
  84 0.835 21.828 740.295
  85 0.845 21.578 760.642
  86 0.855 20.868 765.225
  87 0.865 19.93 748.364
  88 0.875 19.98 702.951
  89 0.885 20.5 741.629
  90 0.895 21.498 728.4
  91 0.905 21.764 753.138
  92 0.915 21.95 777.232
  93 0.925 21.848 760.685
  94 0.935 21.794 743.828
  95 0.945 21.698 743.28
  96 0.955 21.404 713.997
  97 0.965 21.368 746.1
  98 0.975 21.256 723.246
  99 0.985 20.514 715.883
  100 0.995 19.632 672.346
75000 100 2112
  1 0.005 19.092 676.075
  2 0.015 20.348 693.253
  3 0.025 21.222 689.031
  4 0.035 21.644 697.927
  5 0.045 21.462 687.57
  6 0.055 21.5 735.61
  7 0.065 21.702 714.678
  8 0.075 21.87 703.958
  9 0.085 21.982 699.269
  10 0.095 21.99 682.632
  11 0.105 21.72 731.986
  12 0.115 20.906 741.116
  13 0.125 19.8 751.079
  14 0.135 19.35 765.491
  15 0.145 20.576 754.729
  16 0.155 21.698 741.87
  17 0.165 21.938 715.445
  18 0.175 21.98 679.844
  19 0.185 21.964 693.202
  20 0.195 21.732 742.559
  21 0.205 21.46 768.714
  22 0.215 21.59 757.662
  23 0.225 21.498 768.52
  24 0.235 21.134 821.488
  25 0.245 20.228 808.76
  26 0.255 19.148 812.174
  27 0.265 19.302 790.477
  28 0.275 20.422 786.191
  29 0.285 21.31 788.09
  30 0.295 21.368 855.301
  31 0.305 21.574 870.662
  32 0.315 21.624 857.995
  33 0.325 21.812 856.587
  34 0.335 21.93 889.714
  35 0.345 21.832 883.025
  36 0.355 21.678 848.734
  37 0.365 20.602 858.843
  38 0.375 19.798 868.807
  39 0.385 19.94 904.785
  40 0.395 20.786 888.18
  41 0.405 21.418 903.791
  42 0.415 21.828 961.272
  43 0.425 21.838 966.674
  44 0.435 21.86 957.706
  45 0.445 21.606 933.087
  46 0.455 21.52 932.871
  47 0.465 21.302 948.685
  48 0.475 21.032 972.906
  49 0.485 20.086 940.637
  50 0.495 19.268 954.492
  51 0.505 19.41 988.689
  52 0.515 20.548 987.955
  53 0.525 21.148 1014.59
  54 0.535 21.43 1010.16
  55 0.545 21.494 1000.75
  56 0.555 21.76 918.097
  57 0.565 21.846 895.614
  58 0.575 21.91 920.984
  59 0.585 21.86 873.275
  60 0.595 21.592 887.145
  61 0.605 20.368 908.337
  62 0.615 19.41 929.655
  63 0.625 19.854 889.694
  64 0.635 21.098 854.481
  65 0.645 21.802 857.832
  66 0.655 21.988 825.502
  67 0.665 21.904 831.71
  68 0.675 21.858 794.344
  69 0.685 21.576 788.556
  70 0.695 21.722 761.183
  71 0.705 21.374 780.452
  72 0.715 21.218 846.625
  73 0.725 20.64 842.738
  74 0.735 19.682 839.686
  75 0.745 19.212 792.444
  76 0.755 19.908 828.758
  77 0.765 21.016 808.967
  78 0.775 21.4 823.813
  79 0.785 21.42 800.368
  80 0.795 21.622 799.049
  81 0.805 21.68 772.262
  82 0.815 21.858 747.958
  83 0.825 21.912 766.933
  84 0.835 21.926 759.053
  85 0.845 21.65 757.55
  86 0.855 20.668 690.603
  87 0.865 19.76 723.382
  88 0.875 20.018 710.919
  89 0.885 20.51 731.404
  90 0.895 21.524 760.805
  91 0.905 21.94 760.265
  92 0.915 21.974 715.165
  93 0.925 21.846 712.721
  94 0.935 21.814 736.239
  95 0.945 21.598 742.073
  96 0.955 21.474 742.655
  97 0.965 21.488 705.147
  98 0.975 21.31 712.45
  99 0.985 20.494 701.827
  100 0.995 19.216 671.22
80000 100 2112
  1 0.005 19.288 658.076
  2 0.015 20.284 675.601
  3 0.025 21.37 646.332
  4 0.035 21.502 675.505
  5 0.045 21.494 663.822
  6 0.055 21.54 671.774
  7 0.065 21.722 664.349
  8 0.075 21.892 661.315
  9 0.085 21.938 694.294
  10 0.095 21.978 742.872
  11 0.105 21.778 722.545
  12 0.115 21.146 751.97
  13 0.125 19.73 736.433
  14 0.135 19.298 734.18
  15 0.145 20.578 767.202
  16 0.155 21.604 741.914
  17 0.165 21.878 762.846
  18 0.175 21.97 748.865
  19 0.185 21.936 720.762
  20 0.195 21.794 777.701
  21 0.205 21.5 770.675
  22 0.215 21.45 760.742
  23 0.225 21.534 774.653
  24 0.235 21.2 809.836
  25 0.245 20.194 816.652
  26 0.255 19.368 761.671
  27 0.265 19.34 838.579
  28 0.275 20.25 814.057
  29 0.285 21.296 797.686
  30 0.295 21.34 810.562
  31 0.305 21.508 816.609
  32 0.315 21.752 852.676
  33 0.325 21.7 910.114
  34 0.335 21.938 895.448
  35 0.345 21.912 894.269
  36 0.355 21.758 892.617
  37 0.365 21.042 894.553
  38 0.375 20.116 903.995
  39 0.385 19.5 933.415
  40 0.395 20.4 921.746
  41 0.405 21.382 954.897
  42 0.415 21.8 951.71
  43 0.425 21.946 930.455
  44 0.435 21.802 976.155
  45 0.445 21.572 958.501
  46 0.455 21.626 890.029
  47 0.465 21.29 906.094
  48 0.475 21.124 988.844
  49 0.485 20.408 976.697
  50 0.495 19.094 1031.03
  51 0.505 19.29 1019.77
  52 0.515 20.332 1004.69
  53 0.525 21.09 982.495
  54 0.535 21.54 944.391
  55 0.545 21.496 935.068
  56 0.555 21.652 893.543
  57 0.565 21.86 898.322
  58 0.575 21.906 914.661
  59 0.585 21.87 871.615
  60 0.595 21.532 832.462
  61 0.605 20.52 850.232
  62 0.615 19.37 798.504
  63 0.625 19.642 854.393
  64 0.635 21.262 869.724
  65 0.645 21.82 881.071
  66 0.655 21.934 905.73
  67 0.665 21.952 877.737
  68 0.675 21.748 888.976
  69 0.685 21.654 838.098
  70 0.695 21.51 778.774
  71 0.705 21.424 810.31
  72 0.715 21.24 804.706
  73 0.725 20.492 770.703
  74 0.735 19.306 789.212
  75 0.745 19.254 816.798
  76 0.755 20.164 829.294
  77 0.765 21.214 853.046
  78 0.775 21.418 826.094
  79 0.785 21.462 862.554
  80 0.795 21.65 753.935
  81 0.805 21.736 767.791
  82 0.815 21.888 729.058
  83 0.825 21.954 727.4
  84 0.835 21.866 747.637
  85 0.845 21.482 749.994
  86 0.855 20.454 791.247
  87 0.865 19.872 796.101
  88 0.875 19.854 779.702
  89 0.885 20.948 757.939
  90 0.895 21.58 736.842
  91 0.905 21.904 764.542
  92 0.915 21.952 768.644
  93 0.925 21.89 734.421
  94 0.935 21.732 725.348
  95 0.945 21.506 760.576
  96 0.955 21.524 672.152
  97 0.965 21.47 656.047
  98 0.975 21.27 665.95
  99 0.985 20.476 654.047
  100 0.995 19.176 641.865
85000 100 2112
  1 0.005 19.576 669.524
  2 0.015 20.526 668.83
  3 0.025 21.316 689.742
  4 0.035 21.592 661.579
  5 0.045 21.496 684.41
  6 0.055 21.602 661.19
  7 0.065 21.662 652.399
  8 0.075 21.978 640.171
  9 0.085 21.948 702.175
  10 0.095 21.906 715.14
  11 0.105 21.85 698.834
  12 0.115 21.202 702.052
  13 0.125 20.066 713.202
  14 0.135 19.178 736.43
  15 0.145 20.474 755.151
  16 0.155 21.474 762.53
  17 0.165 21.85 748.402
  18 0.175 21.928 736.707
  19 0.185 21.922 793.1
  20 0.195 21.758 786.549
  21 0.205 21.674 799.986
  22 0.215 21.494 807.681
  23 0.225 21.414 808.945
  24 0.235 21.214 815.443
  25 0.245 20.356 839.754
  26 0.255 19.42 839.446
  27 0.265 19.322 806.213
  28 0.275 20.284 798.88
  29 0.285 21.012 782.632
  30 0.295 21.484 802.762
  31 0.305 21.478 816.295
  32 0.315 21.69 809.796
  33 0.325 21.688 847.433
  34 0.335 21.934 850.681
  35 0.345 21.862 875.672
  36 0.355 21.746 933.553
  37 0.365 20.946 930.66
  38 0.375 20.326 898.819
  39 0.385 19.518 902.736
  40 0.395 20.428 966.902
  41 0.405 21.298 989.629
  42 0.415 21.712 919.867
  43 0.425 21.972 930.718
  44 0.435 21.804 890.399
  45 0.445 21.764 890.562
  46 0.455 21.43 932.936
  47 0.465 21.412 973.335
  48 0.475 21.014 1008.09
  49 0.485 20.516 1005.87
  50 0.495 19.34 1002.79
  51 0.505 19.134 1003.58
  52 0.515 20.186 1031.32
  53 0.525 21.208 980.178
  54 0.535 21.438 985.603
  55 0.545 21.43 939.485
  56 0.555 21.724 902.252
  57 0.565 21.738 904.543
  58 0.575 21.968 861.484
  59 0.585 21.922 875.856
  60 0.595 21.53 879.211
  61 0.605 20.66 883.553
  62 0.615 19.356 876.796
  63 0.625 19.906 841.513
  64 0.635 20.848 913.179
  65 0.645 21.806 871.817
  66 0.655 21.938 849.964
  67 0.665 21.92 839.993
  68 0.675 21.76 859.888
  69 0.685 21.638 827.322
  70 0.695 21.448 816.721
  71 0.705 21.424 818.746
  72 0.715 21.208 817.571
  73 0.725 20.334 836.987
  74 0.735 19.048 800.14
  75 0.745 19.43 797.428
  76 0.755 20.418 790.811
  77 0.765 21.13 807.08
  78 0.775 21.534 760.588
  79 0.785 21.474 785.035
  80 0.795 21.552 776.547
  81 0.805 21.926 787.235
  82 0.815 21.786 760.364
  83 0.825 21.984 766.187
  84 0.835 21.78 772.126
  85 0.845 21.08 796.854
  86 0.855 20.404 765.526
  87 0.865 19.908 744.166
  88 0.875 20.166 780.771
  89 0.885 21.036 756.876
  90 0.895 21.73 744.995
  91 0.905 21.874 754.624
  92 0.915 21.94 694.249
  93 0.925 21.794 701.352
  94 0.935 21.656 719.982
  95 0.945 21.606 703.011
  96 0.955 21.444 698.156
  97 0.965 21.428 692.482
  98 0.975 21.056 695.601
  99 0.985 20.02 712.063
  100 0.995 19.416 666.185
90000 100 2112
  1 0.005 19.562 680.649
  2 0.015 20.392 675.685
  3 0.025 21.418 669.911
  4 0.035 21.446 678.046
  5 0.045 21.492 713.053
  6 0.055 21.612 633.404
  7 0.065 21.714 660.342
  8 0.075 21.896 686.721
  9 0.085 21.942 729.38
  10 0.095 21.978 674.646
  11 0.105 21.766 658.837
  12 0.115 21.242 662.843
  13 0.125 19.654 682.792
  14 0.135 19.236 722.671
  15 0.145 20.736 733.844
  16 0.155 21.542 732.008
