# Chunk-averaged data for fix 3 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
45000 100 2112
  28 0.275 21.158 437.088
  29 0.285 21.784 412.24
  30 0.295 21.304 416.33
  31 0.305 21.336 420.8
  32 0.315 21.674 414.531
  33 0.325 21.894 433.051
  34 0.335 21.982 457.326
  35 0.345 22.002 473.381
  36 0.355 21.934 500.564
  37 0.365 21.268 485.77
  38 0.375 19.122 470.445
  39 0.385 18.922 447.218
  40 0.395 20.894 457.275
  41 0.405 21.858 463.979
  42 0.415 21.992 499.169
  43 0.425 21.982 489.749
  44 0.435 21.924 485.899
  45 0.445 21.658 497.435
  46 0.455 21.332 539.958
  47 0.465 21.418 570.089
  48 0.475 21.538 523.6
  49 0.485 20.69 534.409
  50 0.495 18.586 545.486
  51 0.505 18.492 548.78
  52 0.515 20.534 570.064
  53 0.525 21.578 534.149
  54 0.535 21.386 518.46
  55 0.545 21.334 504.152
  56 0.555 21.636 509.365
  57 0.565 21.922 482.847
  58 0.575 21.988 497.784
  59 0.585 22 483.423
  60 0.595 21.868 481.479
  61 0.605 20.676 473.197
  62 0.615 18.816 454.85
  63 0.625 19.352 477.367
  64 0.635 21.342 457.523
  65 0.645 21.974 442.945
  66 0.655 21.982 432.922
  67 0.665 21.98 412.263
  68 0.675 21.914 416.502
  69 0.685 21.51 420.312
  70 0.695 21.47 421.808
  71 0.705 21.416 403.008
  72 0.715 21.632 428.166
  73 0.725 20.852 421.533
  74 0.735 18.708 433.363
  75 0.745 18.302 407.97
  76 0.755 20.434 387.483
  77 0.765 21.66 370.613
  78 0.775 21.564 368.552
  79 0.785 21.264 368.053
  80 0.795 21.6 350.409
  81 0.805 21.716 353.786
  82 0.815 21.98 383.82
  83 0.825 21.998 373.822
  84 0.835 22 367.95
  85 0.845 21.95 359.33
  86 0.855 21.118 359.333
  87 0.865 18.646 372.411
  88 0.875 18.994 355.031
  89 0.885 21.328 356.795
  90 0.895 21.964 364.991
  91 0.905 22 358.184
  92 0.915 21.99 349.399
  93 0.925 21.978 352.197
  94 0.935 21.776 349.713
  95 0.945 21.498 337.009
  96 0.955 21.286 327.552
  97 0.965 21.538 320.537
  98 0.975 21.83 299.849
  99 0.985 21.024 269.925
  100 0.995 18.262 277.146
95000 100 2112.0000000000005
  1 0.005 18.41 262.996
  2 0.015 21.162 255.654
  3 0.025 21.864 271.207
  4 0.035 21.518 302.899
  5 0.045 21.256 294.473
  6 0.055 21.476 289.844
  7 0.065 21.84 296.938
  8 0.075 21.972 288.084
  9 0.085 22 303.801
  10 0.095 22 303.325
  11 0.105 21.964 339.465
  12 0.115 21.432 352.302
  13 0.125 19.244 349.107
  14 0.135 18.64 346.402
  15 0.145 20.904 341.479
  16 0.155 21.838 354.22
  17 0.165 21.978 361.26
  18 0.175 21.992 372.586
  19 0.185 21.982 378.998
  20 0.195 21.822 395.079
  21 0.205 21.536 404.979
  22 0.215 21.274 405.172
  23 0.225 21.538 386.936
  24 0.235 21.6 407.672
  25 0.245 20.444 418.369
  26 0.255 18.068 418.867
  27 0.265 18.836 426.893
  28 0.275 20.942 425.63
  29 0.285 21.674 402.183
  30 0.295 21.472 419.363
  31 0.305 21.304 430.321
  32 0.315 21.644 449.357
  33 0.325 21.878 439.334
  34 0.335 21.994 482.279
  35 0.345 22 461.284
  36 0.355 21.922 469.623
  37 0.365 20.948 490.775
  38 0.375 19.162 471.685
  39 0.385 19.044 465.114
  40 0.395 21.006 497.683
  41 0.405 21.918 485.798
  42 0.415 21.996 493.076
  43 0.425 21.968 510.221
  44 0.435 21.836 509.354
  45 0.445 21.656 535.448
  46 0.455 21.3 547.006
  47 0.465 21.468 541.528
  48 0.475 21.446 515.035
  49 0.485 20.418 501.551
  50 0.495 18.298 506.033
  51 0.505 18.692 506.197
  52 0.515 20.966 517.777
  53 0.525 21.608 513.928
  54 0.535 21.404 518.898
  55 0.545 21.348 526.942
  56 0.555 21.716 488.422
  57 0.565 21.888 475.68
  58 0.575 21.992 440.134
  59 0.585 22 413.227
  60 0.595 21.836 451.699
  61 0.605 20.852 511.672
  62 0.615 19.158 502.08
  63 0.625 18.966 482.131
  64 0.635 21.288 456.411
  65 0.645 21.912 425.578
  66 0.655 21.984 417.862
  67 0.665 21.986 442.122
  68 0.675 21.916 442.725
  69 0.685 21.668 435.161
  70 0.695 21.35 429.373
  71 0.705 21.43 420.169
  72 0.715 21.63 400.106
  73 0.725 21.002 416.309
  74 0.735 19.294 410.073
  75 0.745 18.262 397.21
  76 0.755 19.848 400.027
  77 0.765 21.484 400.461
  78 0.775 21.75 398.71
  79 0.785 21.18 391.68
  80 0.795 21.55 386.542
  81 0.805 21.678 370.589
  82 0.815 21.976 390.534
  83 0.825 22 371.005
  84 0.835 21.992 376.917
  85 0.845 21.89 364.96
  86 0.855 21.32 345.325
  87 0.865 18.41 338.476
  88 0.875 19.208 351.892
  89 0.885 21.288 367.625
  90 0.895 21.892 338.927
  91 0.905 22 332.269
  92 0.915 22 349.099
  93 0.925 21.92 333.958
  94 0.935 21.798 333.025
  95 0.945 21.448 330.593
  96 0.955 21.296 324.517
  97 0.965 21.626 318.382
  98 0.975 21.686 294.821
  99 0.985 20.502 288.552
  100 0.995 18.226 284.138
100000 100 2112
  1 0.005 17.922 262.692
  2 0.015 20.752 271.419
  3 0.025 21.82 285.399
  4 0.035 21.658 278.256
  5 0.045 21.25 299.463
  6 0.055 21.444 311.417
  7 0.065 21.766 328.245
  8 0.075 21.982 329.712
  9 0.085 22 326.377
  10 0.095 22 325.664
  11 0.105 21.968 317.162
  12 0.115 21.352 342.814
  13 0.125 19.032 354.184
  14 0.135 18.914 343.019
  15 0.145 20.88 357.644
  16 0.155 21.854 345.246
  17 0.165 22 354.999
  18 0.175 21.994 354.398
  19 0.185 21.93 354.89
  20 0.195 21.8 384.182
  21 0.205 21.49 371.476
  22 0.215 21.308 369.159
  23 0.225 21.6 385.397
  24 0.235 21.662 381.364
  25 0.245 20.226 404.6
  26 0.255 18.142 397.184
  27 0.265 18.824 415.646
  28 0.275 21.054 415.023
  29 0.285 21.74 411.626
  30 0.295 21.36 428.157
  31 0.305 21.348 435.037
  32 0.315 21.638 451.052
  33 0.325 21.888 473.512
  34 0.335 21.996 468.17
  35 0.345 21.968 497.838
  36 0.355 21.854 464.673
  37 0.365 21.196 455.989
  38 0.375 19.31 470.972
  39 0.385 18.966 470.667
  40 0.395 20.844 479.806
  41 0.405 21.862 486.483
  42 0.415 21.988 503.943
  43 0.425 21.974 492.692
  44 0.435 21.844 514.572
  45 0.445 21.658 514.162
  46 0.455 21.368 520.609
  47 0.465 21.436 516.141
  48 0.475 21.546 493.165
  49 0.485 20.58 520.718
  50 0.495 18.558 537.495
  51 0.505 18.584 551.083
  52 0.515 20.526 529.635
  53 0.525 21.648 514.34
  54 0.535 21.418 501.207
  55 0.545 21.378 511.771
  56 0.555 21.534 516.792
  57 0.565 21.988 491.644
  58 0.575 21.972 496.838
  59 0.585 21.994 489.575
  60 0.595 21.874 446.5
  61 0.605 20.914 451.359
  62 0.615 18.714 436.901
  63 0.625 19.3 432.2
  64 0.635 21.248 443.917
  65 0.645 21.966 437.695
  66 0.655 21.99 467.288
  67 0.665 21.972 454.251
  68 0.675 21.936 442.326
  69 0.685 21.58 460.792
  70 0.695 21.304 459.09
  71 0.705 21.504 446.926
  72 0.715 21.676 434.15
  73 0.725 20.79 397.409
  74 0.735 18.936 409.88
  75 0.745 18.184 420.265
  76 0.755 20.352 420.761
  77 0.765 21.642 404.447
  78 0.775 21.548 375.153
  79 0.785 21.29 371.678
  80 0.795 21.466 367.145
  81 0.805 21.866 377.399
  82 0.815 21.954 377.835
  83 0.825 22 388.833
  84 0.835 22 388.216
  85 0.845 21.976 381.907
  86 0.855 20.996 373.361
  87 0.865 18.772 349.807
  88 0.875 19.086 352.74
  89 0.885 21.224 348.699
  90 0.895 21.95 352.14
  91 0.905 21.996 340.404
  92 0.915 22 331.784
  93 0.925 21.962 306.056
  94 0.935 21.856 293.514
  95 0.945 21.46 288.267
  96 0.955 21.302 300.991
  97 0.965 21.538 308.854
  98 0.975 21.744 303.605
  99 0.985 20.938 284.958
  100 0.995 18.606 277.64
105000 100 2112
  1 0.005 18.594 300.355
  2 0.015 21.076 277.755
  3 0.025 21.856 298.066
  4 0.035 21.524 283.705
  5 0.045 21.234 284.115
  6 0.055 21.45 286.667
  7 0.065 21.884 308.117
  8 0.075 21.98 325.041
  9 0.085 22 292.391
  10 0.095 22 306.84
  11 0.105 21.972 323.276
  12 0.115 21.436 346.29
  13 0.125 19.042 355.91
  14 0.135 18.866 338.324
  15 0.145 20.902 343.372
  16 0.155 21.802 366.063
  17 0.165 21.98 384.511
  18 0.175 21.996 389.44
  19 0.185 21.974 367.655
  20 0.195 21.808 370.749
  21 0.205 21.55 371.696
  22 0.215 21.25 401.349
  23 0.225 21.602 371.277
  24 0.235 21.674 388.013
  25 0.245 20.474 400.502
  26 0.255 18.296 418.377
  27 0.265 18.654 424.766
  28 0.275 20.798 422.878
  29 0.285 21.704 416.252
  30 0.295 21.41 411.835
  31 0.305 21.432 432.517
  32 0.315 21.564 449.814
  33 0.325 21.852 430.159
  34 0.335 21.962 436.232
  35 0.345 22 440.058
  36 0.355 21.982 420.783
  37 0.365 21.31 447.058
  38 0.375 19.322 470.189
  39 0.385 18.81 478.266
  40 0.395 20.852 506.545
  41 0.405 21.734 477.701
  42 0.415 21.99 449.319
  43 0.425 21.99 458.729
  44 0.435 21.87 498.198
  45 0.445 21.642 517.841
  46 0.455 21.368 541.13
  47 0.465 21.476 531.239
  48 0.475 21.464 539.312
  49 0.485 20.54 550.756
  50 0.495 18.674 535.853
  51 0.505 18.53 534.39
  52 0.515 20.64 546.333
  53 0.525 21.504 543.235
  54 0.535 21.396 517.786
  55 0.545 21.388 498.268
  56 0.555 21.66 503.784
  57 0.565 21.886 500.192
  58 0.575 21.976 467.956
  59 0.585 21.994 486.403
  60 0.595 21.888 508.364
  61 0.605 21 504.634
  62 0.615 18.93 489.038
  63 0.625 19.21 485.157
  64 0.635 21.084 474.423
  65 0.645 21.898 464.064
  66 0.655 21.988 466.018
  67 0.665 21.958 446.247
  68 0.675 21.95 427.355
  69 0.685 21.508 432.934
  70 0.695 21.494 440.761
  71 0.705 21.388 434.826
  72 0.715 21.598 435.519
  73 0.725 20.986 428.841
  74 0.735 18.858 408.656
  75 0.745 18.074 405.683
  76 0.755 20.45 374.864
  77 0.765 21.566 375.582
  78 0.775 21.616 369.25
  79 0.785 21.31 385.39
  80 0.795 21.434 389.885
  81 0.805 21.84 381.256
  82 0.815 21.974 395.785
  83 0.825 22 397.618
  84 0.835 22 368.881
  85 0.845 21.826 363.188
  86 0.855 20.606 369.15
  87 0.865 18.616 362.898
  88 0.875 19.646 354.106
  89 0.885 21.35 334.39
  90 0.895 21.956 318.996
  91 0.905 22 310.881
  92 0.915 21.992 308.684
  93 0.925 21.96 292.861
  94 0.935 21.738 292.737
  95 0.945 21.426 305.931
  96 0.955 21.404 309.087
  97 0.965 21.582 322.683
  98 0.975 21.586 330.612
  99 0.985 20.494 307.367
  100 0.995 18.22 290.048
110000 100 2112
  1 0.005 18.106 294.937
  2 0.015 21.124 273.792
  3 0.025 21.872 305.596
  4 0.035 21.584 286.006
  5 0.045 21.21 278.552
  6 0.055 21.448 279.773
  7 0.065 21.868 306.191
  8 0.075 21.98 323.536
  9 0.085 22 324.759
  10 0.095 22 317.542
  11 0.105 21.934 334.73
  12 0.115 21.428 332.14
  13 0.125 19.09 366.734
  14 0.135 18.88 371.326
  15 0.145 20.89 353.102
  16 0.155 21.79 380.115
  17 0.165 21.988 361.171
  18 0.175 21.994 362.224
  19 0.185 21.962 391.77
  20 0.195 21.814 390.382
  21 0.205 21.5 370.145
  22 0.215 21.286 367.893
  23 0.225 21.578 378.481
  24 0.235 21.612 374.83
  25 0.245 20.446 385.318
  26 0.255 18.14 406.229
  27 0.265 19.012 419.909
  28 0.275 20.802 448.322
  29 0.285 21.596 454.162
  30 0.295 21.41 436.114
  31 0.305 21.382 421.61
  32 0.315 21.572 448.027
  33 0.325 21.926 439.194
  34 0.335 21.97 425.526
  35 0.345 21.984 424.218
  36 0.355 21.984 425.079
  37 0.365 21.314 436.201
  38 0.375 19.452 465.162
  39 0.385 18.832 435.758
  40 0.395 20.788 466.737
  41 0.405 21.666 474.883
  42 0.415 21.978 508.036
  43 0.425 21.99 488.117
  44 0.435 21.932 482.552
  45 0.445 21.706 505.158
  46 0.455 21.438 497.025
  47 0.465 21.27 504.798
  48 0.475 21.55 522.783
  49 0.485 20.92 537.272
  50 0.495 18.766 527.35
  51 0.505 18.116 526.532
  52 0.515 20.402 533.976
  53 0.525 21.63 522.699
  54 0.535 21.466 540.075
  55 0.545 21.304 547.492
  56 0.555 21.646 548.413
  57 0.565 21.888 509.852
  58 0.575 21.976 503.8
  59 0.585 22 485.168
  60 0.595 21.914 466.542
  61 0.605 20.524 463.897
  62 0.615 18.94 454.303
  63 0.625 19.47 458.564
  64 0.635 21.268 462.823
  65 0.645 21.894 479.864
  66 0.655 21.99 475.907
  67 0.665 21.972 446.176
  68 0.675 21.838 421.515
  69 0.685 21.646 445.503
  70 0.695 21.322 441.27
  71 0.705 21.514 424.261
  72 0.715 21.532 428.014
  73 0.725 20.858 425.691
  74 0.735 18.532 439.842
  75 0.745 18.49 424.748
  76 0.755 20.478 400.587
  77 0.765 21.676 414.761
  78 0.775 21.504 408.403
  79 0.785 21.294 383.116
  80 0.795 21.51 380.046
  81 0.805 21.858 388.793
  82 0.815 21.976 379.811
  83 0.825 22 363.546
  84 0.835 21.982 345.699
  85 0.845 21.944 324.786
  86 0.855 20.618 348.733
  87 0.865 18.73 356.105
  88 0.875 19.604 344.799
  89 0.885 21.216 347.456
  90 0.895 21.906 348.483
  91 0.905 21.994 347.25
  92 0.915 21.998 334.576
  93 0.925 21.954 327.995
  94 0.935 21.854 314.405
  95 0.945 21.388 307.935
  96 0.955 21.29 303.574
  97 0.965 21.576 300.765
  98 0.975 21.816 289.462
  99 0.985 20.616 279.847
  100 0.995 18.322 279.877
115000 100 2111.9999999999995
  1 0.005 18.278 270.312
  2 0.015 21.11 266.889
  3 0.025 21.862 260.05
  4 0.035 21.612 257.215
  5 0.045 21.148 285.425
  6 0.055 21.536 294.605
  7 0.065 21.804 296.234
  8 0.075 21.986 298.957
  9 0.085 22 317.294
  10 0.095 22 319.667
  11 0.105 21.966 324.459
  12 0.115 21.406 341.213
  13 0.125 19.158 328.54
  14 0.135 18.84 337.444
  15 0.145 20.84 337.017
  16 0.155 21.79 346.463
  17 0.165 22 374.896
  18 0.175 22 400.025
  19 0.185 21.978 391.604
  20 0.195 21.834 375.548
  21 0.205 21.508 392.288
  22 0.215 21.29 397.362
  23 0.225 21.546 423.803
  24 0.235 21.528 416.713
  25 0.245 20.316 403.851
  26 0.255 18.092 398.166
  27 0.265 18.868 399.863
  28 0.275 21.142 399.974
  29 0.285 21.604 415.435
  30 0.295 21.372 426.594
  31 0.305 21.372 425.867
  32 0.315 21.656 426.554
  33 0.325 21.9 417.645
  34 0.335 21.994 407.489
  35 0.345 21.984 409.542
  36 0.355 21.92 438.857
  37 0.365 21.222 447.725
  38 0.375 19.106 471.83
  39 0.385 19.174 481.791
  40 0.395 20.774 509.444
  41 0.405 21.832 551.522
  42 0.415 21.984 527.779
  43 0.425 21.986 510.366
  44 0.435 21.83 514.817
  45 0.445 21.624 511.01
  46 0.455 21.372 502.635
  47 0.465 21.408 494.758
  48 0.475 21.57 482.82
  49 0.485 20.632 446.824
  50 0.495 18.518 473.839
  51 0.505 18.52 482.078
  52 0.515 20.674 510.172
  53 0.525 21.594 507.674
  54 0.535 21.446 508.965
  55 0.545 21.246 501.023
  56 0.555 21.73 495.56
  57 0.565 21.876 502.326
  58 0.575 21.984 502.526
  59 0.585 21.994 487.268
  60 0.595 21.892 483.793
  61 0.605 20.866 498.134
  62 0.615 19.43 481.227
  63 0.625 18.986 473.964
  64 0.635 20.994 486.166
  65 0.645 21.832 506.956
  66 0.655 22 474.888
  67 0.665 21.986 468.44
  68 0.675 21.896 462.31
  69 0.685 21.692 484.738
  70 0.695 21.366 460.777
  71 0.705 21.332 468.758
  72 0.715 21.73 417.579
  73 0.725 21.058 418.237
  74 0.735 18.858 414.806
  75 0.745 18.196 396.39
  76 0.755 20.216 389.86
  77 0.765 21.576 399.961
  78 0.775 21.526 390.69
  79 0.785 21.314 394.072
  80 0.795 21.492 380.544
  81 0.805 21.796 376.759
  82 0.815 21.968 371.853
  83 0.825 21.998 380.589
  84 0.835 21.992 382.285
  85 0.845 21.702 362.901
  86 0.855 21.124 341.344
  87 0.865 18.48 351.048
  88 0.875 19.406 342.677
  89 0.885 21.318 348.037
  90 0.895 21.978 356.538
  91 0.905 22 347.824
  92 0.915 21.992 334.957
  93 0.925 21.974 326.98
  94 0.935 21.766 322.908
  95 0.945 21.428 323.539
  96 0.955 21.374 319.636
  97 0.965 21.544 315.413
  98 0.975 21.75 322.374
  99 0.985 20.598 293.213
  100 0.995 18.238 290.563
120000 100 2112
  1 0.005 18.198 255.944
  2 0.015 20.812 275.375
  3 0.025 21.866 299.809
  4 0.035 21.588 307.048
  5 0.045 21.218 306.405
  6 0.055 21.496 294.89
  7 0.065 21.816 284.474
  8 0.075 21.948 310.156
  9 0.085 21.994 338.094
  10 0.095 22 338.333
  11 0.105 21.946 343.125
  12 0.115 21.306 331.215
  13 0.125 18.956 336.265
  14 0.135 18.75 329.927
  15 0.145 21.11 347.243
  16 0.155 21.932 370.523
  17 0.165 22 367.071
  18 0.175 21.994 394.451
  19 0.185 21.93 387.185
  20 0.195 21.852 375.023
  21 0.205 21.392 370.1
  22 0.215 21.358 397.035
  23 0.225 21.558 404.962
  24 0.235 21.696 385.863
  25 0.245 20.196 409.463
  26 0.255 17.84 421.699
  27 0.265 19.006 438.238
  28 0.275 21.248 427.094
  29 0.285 21.622 440.793
  30 0.295 21.366 423.557
  31 0.305 21.32 417.82
  32 0.315 21.684 423.685
  33 0.325 21.938 428.736
  34 0.335 22 434.075
  35 0.345 21.994 431.471
  36 0.355 21.974 442.588
  37 0.365 21.128 456.125
  38 0.375 19.196 465.108
  39 0.385 18.944 480.931
  40 0.395 20.914 467.984
  41 0.405 21.85 451.535
  42 0.415 21.99 476.245
  43 0.425 21.936 484.056
  44 0.435 21.976 485.808
  45 0.445 21.618 522.587
  46 0.455 21.39 496.264
  47 0.465 21.328 517.377
  48 0.475 21.572 526.621
  49 0.485 20.616 536.899
  50 0.495 18.692 503.322
  51 0.505 18.428 525.564
  52 0.515 20.66 533.905
  53 0.525 21.57 526.614
  54 0.535 21.424 506.487
  55 0.545 21.35 486.305
  56 0.555 21.536 496.996
  57 0.565 21.932 488.359
  58 0.575 21.982 518.679
  59 0.585 22 482.818
  60 0.595 21.88 478.276
  61 0.605 21.074 469.724
  62 0.615 18.92 477.325
  63 0.625 18.912 467.793
  64 0.635 21.294 473.49
  65 0.645 21.92 444.547
  66 0.655 21.996 442.683
  67 0.665 21.994 432.588
  68 0.675 21.96 446.604
  69 0.685 21.526 460.808
  70 0.695 21.55 467.692
  71 0.705 21.272 459.459
  72 0.715 21.644 449.451
  73 0.725 21.028 439.977
  74 0.735 18.77 423.484
  75 0.745 18.588 434.82
  76 0.755 20.038 421.42
  77 0.765 21.514 405.379
  78 0.775 21.56 424.683
  79 0.785 21.274 391.744
  80 0.795 21.604 372.303
  81 0.805 21.726 377.901
  82 0.815 21.962 372.678
  83 0.825 21.994 396.493
  84 0.835 22 369.342
  85 0.845 21.88 349.894
  86 0.855 21.098 340.213
  87 0.865 18.704 357.519
  88 0.875 19.122 339.4
  89 0.885 21.246 331.535
  90 0.895 21.95 354.88
  91 0.905 22 337.341
  92 0.915 22 333.533
  93 0.925 21.974 310.018
  94 0.935 21.794 314.261
  95 0.945 21.472 328.483
  96 0.955 21.332 313.087
  97 0.965 21.51 302.513
  98 0.975 21.818 283.864
  99 0.985 20.894 280.707
  100 0.995 18.27 274.726
125000 100 2112
  1 0.005 18.308 273.088
  2 0.015 20.936 285.872
  3 0.025 21.812 287.381
  4 0.035 21.656 295.167
  5 0.045 21.132 302.04
  6 0.055 21.47 313.822
  7 0.065 21.87 319.581
  8 0.075 21.964 322.842
  9 0.085 22 317.26
  10 0.095 22 337.874
  11 0.105 21.932 346.347
  12 0.115 21.408 357.713
  13 0.125 18.994 347.795
  14 0.135 18.986 338.513
  15 0.145 20.914 338.566
  16 0.155 21.766 348.57
  17 0.165 22 367.064
  18 0.175 21.988 357.255
  19 0.185 21.998 383.07
  20 0.195 21.714 401.602
  21 0.205 21.534 397.676
  22 0.215 21.4 393.69
  23 0.225 21.532 399.566
  24 0.235 21.398 404.322
  25 0.245 20.166 421.184
  26 0.255 18.404 417.087
  27 0.265 19.112 425.305
  28 0.275 20.852 420.427
  29 0.285 21.598 433.697
  30 0.295 21.384 442.591
  31 0.305 21.336 459.182
  32 0.315 21.68 441.948
  33 0.325 21.938 444.788
  34 0.335 21.966 430.384
  35 0.345 21.986 426.274
  36 0.355 21.936 447.048
  37 0.365 21.186 432.391
  38 0.375 19.426 452.821
  39 0.385 18.844 451.27
  40 0.395 20.748 475.48
  41 0.405 21.88 463.564
  42 0.415 21.98 484.008
  43 0.425 21.962 486.81
  44 0.435 21.898 498.815
  45 0.445 21.646 508.37
  46 0.455 21.488 510.474
  47 0.465 21.37 527.445
  48 0.475 21.472 503.005
  49 0.485 20.682 520.833
  50 0.495 18.648 567.812
  51 0.505 18.418 563.94
  52 0.515 20.56 546.064
  53 0.525 21.58 553.253
  54 0.535 21.408 532.94
  55 0.545 21.338 531.536
  56 0.555 21.624 514.877
  57 0.565 21.92 481.987
  58 0.575 22 459.103
  59 0.585 22 451.068
  60 0.595 21.896 441.095
  61 0.605 20.962 441.98
  62 0.615 18.964 472.686
  63 0.625 19.016 440.961
  64 0.635 21.244 433.041
  65 0.645 21.918 452.43
  66 0.655 21.974 428.655
  67 0.665 22.026 409.325
  68 0.675 21.908 440.525
  69 0.685 21.58 428.828
  70 0.695 21.454 418.241
  71 0.705 21.434 411.042
  72 0.715 21.55 442.273
  73 0.725 20.964 438.143
  74 0.735 19.15 427.929
  75 0.745 18.334 425.754
  76 0.755 20.102 453.822
  77 0.765 21.444 430.317
  78 0.775 21.442 435.674
  79 0.785 21.324 418.913
  80 0.795 21.59 420.823
  81 0.805 21.782 397.528
  82 0.815 21.944 383.233
  83 0.825 21.998 380.977
  84 0.835 21.988 370.108
  85 0.845 21.838 345.904
  86 0.855 20.57 371.582
  87 0.865 18.92 346.889
  88 0.875 19.526 329.972
  89 0.885 21.198 322.889
  90 0.895 21.96 302.672
  91 0.905 22 306.351
  92 0.915 21.998 303.924
  93 0.925 21.966 323.818
  94 0.935 21.742 341.723
  95 0.945 21.424 353.577
  96 0.955 21.36 308.485
  97 0.965 21.552 304.759
  98 0.975 21.744 293.159
  99 0.985 20.612 288.428
  100 0.995 18.454 275.288
130000 100 2112
  1 0.005 18.202 294.741
  2 0.015 21.058 286.652
  3 0.025 21.852 321.61
  4 0.035 21.562 331.349
  5 0.045 21.162 309.805
  6 0.055 21.576 313.073
  7 0.065 21.82 327.765
  8 0.075 21.956 310.683
  9 0.085 22 318.625
  10 0.095 22 309.1
  11 0.105 21.974 323.605
  12 0.115 21.316 313.994
  13 0.125 19.148 341.012
  14 0.135 18.798 348.882
  15 0.145 20.922 362.213
  16 0.155 21.878 357.849
  17 0.165 21.964 363.906
  18 0.175 21.988 358.329
  19 0.185 21.974 362.928
  20 0.195 21.794 368.521
  21 0.205 21.576 374.527
  22 0.215 21.306 404.195
  23 0.225 21.556 402.259
  24 0.235 21.504 414.495
  25 0.245 20.452 427.135
  26 0.255 18.508 435.473
  27 0.265 18.756 428.35
  28 0.275 20.742 453.715
  29 0.285 21.632 432.197
  30 0.295 21.402 429.505
  31 0.305 21.282 463.377
  32 0.315 21.716 471.79
  33 0.325 21.834 469.112
  34 0.335 21.982 448.218
  35 0.345 21.996 467.924
  36 0.355 21.916 460.817
  37 0.365 21.396 428.753
  38 0.375 19.31 445.22
  39 0.385 18.916 472.983
  40 0.395 20.604 464.718
  41 0.405 21.868 455.188
  42 0.415 21.99 496.486
  43 0.425 21.984 486.889
  44 0.435 21.874 526.923
  45 0.445 21.638 509.76
  46 0.455 21.414 530.288
  47 0.465 21.388 551.65
  48 0.475 21.588 538.236
  49 0.485 20.488 514.603
  50 0.495 18.542 527.089
  51 0.505 18.632 550.186
  52 0.515 20.582 552.86
  53 0.525 21.574 514.316
  54 0.535 21.442 522.426
  55 0.545 21.27 498.443
  56 0.555 21.672 495.153
  57 0.565 21.912 491.892
  58 0.575 22 470.684
  59 0.585 22 436.178
  60 0.595 21.922 434.764
  61 0.605 20.95 440.434
  62 0.615 18.594 460.647
  63 0.625 19.182 449.86
  64 0.635 21.446 460.104
  65 0.645 21.906 449.857
  66 0.655 21.996 446.194
  67 0.665 22.004 435.384
  68 0.675 21.852 427.289
  69 0.685 21.568 413.269
  70 0.695 21.416 387.278
  71 0.705 21.452 395.521
  72 0.715 21.654 413.302
  73 0.725 20.85 416.361
  74 0.735 18.758 436.43
  75 0.745 18.446 437.431
  76 0.755 20.346 420.211
  77 0.765 21.542 430.038
  78 0.775 21.514 405.96
  79 0.785 21.256 388.338
  80 0.795 21.542 375.632
  81 0.805 21.896 397.86
  82 0.815 21.908 361.84
  83 0.825 22 339.521
  84 0.835 22 333.575
  85 0.845 21.922 356.16
  86 0.855 20.876 342.869
  87 0.865 18.936 341.42
  88 0.875 19.378 342.586
  89 0.885 20.95 358.047
  90 0.895 21.962 373.916
  91 0.905 21.976 354.035
  92 0.915 22 336.026
  93 0.925 21.888 335.417
  94 0.935 21.908 318.351
  95 0.945 21.366 318.725
  96 0.955 21.306 315.696
  97 0.965 21.632 300.501
  98 0.975 21.664 296.791
  99 0.985 20.614 305.616
  100 0.995 18.434 293.306
135000 100 2112
  1 0.005 17.97 283.749
  2 0.015 20.734 277.677
  3 0.025 21.866 299.801
  4 0.035 21.556 330.34
  5 0.045 21.212 317.519
  6 0.055 21.45 315.551
  7 0.065 21.862 310.409
  8 0.075 21.97 338.301
  9 0.085 22 349.188
  10 0.095 22 365.282
  11 0.105 21.95 326.848
  12 0.115 21.134 356.714
  13 0.125 19.018 328.998
  14 0.135 19.01 338.048
  15 0.145 20.92 354.205
  16 0.155 21.968 359.388
  17 0.165 22 360.205
  18 0.175 21.986 372.883
  19 0.185 21.946 384.974
  20 0.195 21.808 373.728
  21 0.205 21.446 378.156
  22 0.215 21.332 396.672
  23 0.225 21.646 391.165
  24 0.235 21.44 417.051
  25 0.245 19.842 392.235
  26 0.255 18.278 424.459
  27 0.265 19.32 424.429
  28 0.275 21.082 428.819
  29 0.285 21.532 442.417
  30 0.295 21.364 463.453
  31 0.305 21.39 441.599
  32 0.315 21.712 461.907
  33 0.325 21.898 451.91
  34 0.335 21.978 458.9
  35 0.345 21.98 444.196
  36 0.355 21.914 487.666
  37 0.365 20.636 499.114
  38 0.375 19.18 501.721
  39 0.385 19.446 498.298
  40 0.395 21.048 489.883
  41 0.405 21.83 493.544
  42 0.415 21.964 480.216
  43 0.425 21.958 489.258
  44 0.435 21.836 471.306
  45 0.445 21.688 506.292
  46 0.455 21.264 521.425
  47 0.465 21.52 520.503
  48 0.475 21.41 514.786
  49 0.485 20.548 496.848
  50 0.495 18.438 505.504
  51 0.505 18.73 507.883
  52 0.515 20.702 518.719
  53 0.525 21.616 510.733
  54 0.535 21.374 539.727
  55 0.545 21.266 528.204
  56 0.555 21.768 484.767
  57 0.565 21.924 480.854
