# Chunk-averaged data for fix 3 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
45000 100 2112
  9 0.085 22 344.412
  10 0.095 22 350.584
  11 0.105 21.994 352.572
  12 0.115 21.508 339.952
  13 0.125 19.132 370.86
  14 0.135 18.39 378.098
  15 0.145 21.066 379.528
  16 0.155 21.91 368.452
  17 0.165 21.996 366.099
  18 0.175 22.002 381.097
  19 0.185 21.966 397.858
  20 0.195 21.804 399.251
  21 0.205 21.412 396.935
  22 0.215 21.336 390.398
  23 0.225 21.52 400.956
  24 0.235 21.8 391.585
  25 0.245 20.166 369.934
  26 0.255 17.628 378.068
  27 0.265 19.048 393.641
  28 0.275 21.308 405.295
  29 0.285 21.71 405.248
  30 0.295 21.414 420.764
  31 0.305 21.262 419.381
  32 0.315 21.712 418.018
  33 0.325 21.928 431.801
  34 0.335 21.992 419.565
  35 0.345 21.996 426.202
  36 0.355 21.91 449.891
  37 0.365 21.208 456.125
  38 0.375 18.968 450.167
  39 0.385 18.962 444.573
  40 0.395 21.052 491.498
  41 0.405 21.9 476.546
  42 0.415 22 463.797
  43 0.425 21.996 457.172
  44 0.435 21.918 473.588
  45 0.445 21.648 467.707
  46 0.455 21.286 489.64
  47 0.465 21.46 482.207
  48 0.475 21.548 535.028
  49 0.485 20.68 526.169
  50 0.495 18.726 531.617
  51 0.505 18.382 541.488
  52 0.515 20.544 529.302
  53 0.525 21.606 551.482
  54 0.535 21.292 529.088
  55 0.545 21.46 523.579
  56 0.555 21.602 525.712
  57 0.565 21.868 510.243
  58 0.575 21.998 512.619
  59 0.585 21.972 509.508
  60 0.595 21.906 512.331
  61 0.605 21.022 498.028
  62 0.615 18.744 480.184
  63 0.625 19.09 474.171
  64 0.635 21.322 478.832
  65 0.645 21.93 480.286
  66 0.655 22 473.013
  67 0.665 21.972 454.814
  68 0.675 21.95 420.403
  69 0.685 21.622 432.151
  70 0.695 21.306 427.181
  71 0.705 21.404 429.767
  72 0.715 21.728 409.017
  73 0.725 21.218 402.935
  74 0.735 18.818 399.945
  75 0.745 17.776 396.947
  76 0.755 20.37 395.398
  77 0.765 21.742 407.547
  78 0.775 21.494 400.064
  79 0.785 21.29 405.972
  80 0.795 21.476 386.176
  81 0.805 21.872 349.458
  82 0.815 21.972 327.079
  83 0.825 21.99 350.109
  84 0.835 22 347.004
  85 0.845 21.938 337.241
  86 0.855 21.028 321.088
  87 0.865 18.768 324.425
  88 0.875 18.838 310.928
  89 0.885 21.436 305.53
  90 0.895 21.992 316.136
  91 0.905 22 311.494
  92 0.915 22 324.983
  93 0.925 21.988 348.498
  94 0.935 21.844 318.857
  95 0.945 21.442 339.726
  96 0.955 21.264 318.691
  97 0.965 21.564 327.724
  98 0.975 21.842 319.267
  99 0.985 21.084 292.074
  100 0.995 18 286.774
60000 100 2111.9999999999995
  1 0.005 18.016 273.211
  2 0.015 20.724 290.704
  3 0.025 21.878 285.014
  4 0.035 21.566 299.669
  5 0.045 21.386 293.778
  6 0.055 21.348 303.263
  7 0.065 21.8 309.29
  8 0.075 21.948 308.558
  9 0.085 22 334.967
  10 0.095 22 332.208
  11 0.105 21.89 356.166
  12 0.115 21.564 347.794
  13 0.125 18.922 361.902
  14 0.135 18.552 369.953
  15 0.145 21.188 366.122
  16 0.155 21.888 377.004
  17 0.165 21.996 349.418
  18 0.175 22 380.938
  19 0.185 21.938 392.179
  20 0.195 21.804 361.129
  21 0.205 21.452 378.912
  22 0.215 21.24 391.242
  23 0.225 21.658 393.58
  24 0.235 21.712 414.869
  25 0.245 20.368 413.935
  26 0.255 17.652 383.243
  27 0.265 18.932 406.363
  28 0.275 21.286 419.458
  29 0.285 21.69 458.432
  30 0.295 21.46 438.544
  31 0.305 21.194 446.997
  32 0.315 21.686 439.514
  33 0.325 21.932 434.987
  34 0.335 21.996 457.555
  35 0.345 22 447.725
  36 0.355 21.888 436.368
  37 0.365 21.292 432.164
  38 0.375 19.122 462.778
  39 0.385 18.832 485.086
  40 0.395 20.942 455.553
  41 0.405 21.938 481.661
  42 0.415 21.976 521.113
  43 0.425 21.964 488.577
  44 0.435 21.912 483.634
  45 0.445 21.524 526.486
  46 0.455 21.488 524.728
  47 0.465 21.434 507.18
  48 0.475 21.558 507.916
  49 0.485 20.64 510.077
  50 0.495 18.342 528.761
  51 0.505 18.384 547.406
  52 0.515 20.834 531.767
  53 0.525 21.688 506.731
  54 0.535 21.33 466.602
  55 0.545 21.356 468.247
  56 0.555 21.66 493.821
  57 0.565 21.898 483.526
  58 0.575 21.998 458.309
  59 0.585 21.978 471.153
  60 0.595 21.9 483.611
  61 0.605 21.238 469.429
  62 0.615 18.742 457.795
  63 0.625 18.982 489.594
  64 0.635 21.276 489.642
  65 0.645 21.884 459.254
  66 0.655 21.998 457.924
  67 0.665 21.968 451.043
  68 0.675 21.89 432.084
  69 0.685 21.658 427.387
  70 0.695 21.426 421.607
  71 0.705 21.236 429.43
  72 0.715 21.816 434.36
  73 0.725 21.148 416.887
  74 0.735 18.532 413.38
  75 0.745 17.888 400.024
  76 0.755 20.564 408.435
  77 0.765 21.78 397.295
  78 0.775 21.522 399.033
  79 0.785 21.23 396.582
  80 0.795 21.522 370.977
  81 0.805 21.834 375.163
  82 0.815 21.998 348.783
  83 0.825 21.99 351.359
  84 0.835 22 350.538
  85 0.845 21.854 351.977
  86 0.855 21.146 355.676
  87 0.865 18.73 331.938
  88 0.875 19.026 353.655
  89 0.885 21.32 344.994
  90 0.895 21.924 317.748
  91 0.905 22 320.45
  92 0.915 22 315.516
  93 0.925 21.978 306.523
  94 0.935 21.878 303.029
  95 0.945 21.374 305.264
  96 0.955 21.352 295.433
  97 0.965 21.486 302.175
  98 0.975 21.864 304.253
  99 0.985 21.072 292.727
  100 0.995 18.33 277.874
65000 100 2112
  1 0.005 18.264 259.991
  2 0.015 21.178 245.37
  3 0.025 21.854 268.226
  4 0.035 21.51 278.658
  5 0.045 21.316 299.617
  6 0.055 21.35 302.525
  7 0.065 21.918 296.89
  8 0.075 21.966 319.793
  9 0.085 22 321.625
  10 0.095 22 325.593
  11 0.105 21.96 339.135
  12 0.115 21.522 363.676
  13 0.125 19.162 358.353
  14 0.135 18.376 364.014
  15 0.145 21.018 365.817
  16 0.155 21.972 363.817
  17 0.165 21.99 356.06
  18 0.175 22 366.972
  19 0.185 21.994 392.361
  20 0.195 21.858 396.005
  21 0.205 21.39 377.532
  22 0.215 21.334 374.788
  23 0.225 21.546 397.576
  24 0.235 21.584 431.34
  25 0.245 20.35 450.962
  26 0.255 18.252 449.129
  27 0.265 18.744 445.123
  28 0.275 21.036 443.278
  29 0.285 21.656 446.722
  30 0.295 21.434 448.836
  31 0.305 21.23 446.231
  32 0.315 21.714 453.763
  33 0.325 21.88 461.079
  34 0.335 21.998 453.605
  35 0.345 22 444.69
  36 0.355 21.888 444.89
  37 0.365 21.184 456.46
  38 0.375 19.086 467.294
  39 0.385 19.05 474.138
  40 0.395 20.906 463.178
  41 0.405 21.886 466.597
  42 0.415 22 440.895
  43 0.425 21.976 475.255
  44 0.435 21.916 495.347
  45 0.445 21.616 505.261
  46 0.455 21.388 499.536
  47 0.465 21.416 519.103
  48 0.475 21.526 545.897
  49 0.485 20.94 519.684
  50 0.495 18.38 525.287
  51 0.505 18.462 563.029
  52 0.515 20.506 541.783
  53 0.525 21.612 520.066
  54 0.535 21.402 510.385
  55 0.545 21.334 486.628
  56 0.555 21.626 504.761
  57 0.565 21.916 482.752
  58 0.575 21.984 476.592
  59 0.585 21.988 481.197
  60 0.595 21.872 467.569
  61 0.605 21.13 451.226
  62 0.615 18.69 427.913
  63 0.625 19.014 434.043
  64 0.635 21.324 435.418
  65 0.645 21.982 438.3
  66 0.655 22 449.745
  67 0.665 21.996 427.289
  68 0.675 21.924 439.729
  69 0.685 21.67 411.963
  70 0.695 21.25 396.836
  71 0.705 21.492 404.116
  72 0.715 21.664 402.736
  73 0.725 21.292 406.182
  74 0.735 18.886 392.763
  75 0.745 17.948 394.595
  76 0.755 20.128 382.675
  77 0.765 21.672 407.489
  78 0.775 21.586 400.079
  79 0.785 21.194 381.394
  80 0.795 21.526 407.334
  81 0.805 21.784 402.992
  82 0.815 21.988 391.544
  83 0.825 22 361.804
  84 0.835 21.998 362.579
  85 0.845 21.886 350.86
  86 0.855 20.862 356.965
  87 0.865 18.538 353.529
  88 0.875 19.362 349.4
  89 0.885 21.406 325.742
  90 0.895 21.948 312.655
  91 0.905 22 315.525
  92 0.915 21.986 330.844
  93 0.925 21.942 328.295
  94 0.935 21.83 331.3
  95 0.945 21.302 344.537
  96 0.955 21.36 312.688
  97 0.965 21.626 295.2
  98 0.975 21.79 292.751
  99 0.985 20.56 285.043
  100 0.995 18.248 268.987
70000 100 2112
  1 0.005 17.98 295.988
  2 0.015 20.752 283.109
  3 0.025 21.826 297.961
  4 0.035 21.608 312.013
  5 0.045 21.262 330.218
  6 0.055 21.412 303.925
  7 0.065 21.836 318.793
  8 0.075 21.988 321.808
  9 0.085 21.994 313.995
  10 0.095 22 318.76
  11 0.105 21.924 335.228
  12 0.115 21.03 345.46
  13 0.125 19.162 343.36
  14 0.135 18.886 343.871
  15 0.145 21.102 342.957
  16 0.155 21.91 349.752
  17 0.165 21.978 362.981
  18 0.175 22.006 374.698
  19 0.185 21.966 367.874
  20 0.195 21.8 364.114
  21 0.205 21.406 376.024
  22 0.215 21.29 388.203
  23 0.225 21.63 397.96
  24 0.235 21.568 420.243
  25 0.245 20.246 416.677
  26 0.255 17.75 427.984
  27 0.265 19.15 446.577
  28 0.275 21.246 455.437
  29 0.285 21.614 459.392
  30 0.295 21.286 463.58
  31 0.305 21.426 462.918
  32 0.315 21.726 477.121
  33 0.325 21.908 463
  34 0.335 21.99 443.259
  35 0.345 21.998 455.244
  36 0.355 21.878 450.423
  37 0.365 20.912 444.465
  38 0.375 19.23 417.422
  39 0.385 19.062 417.459
  40 0.395 21.058 422.59
  41 0.405 21.862 457.141
  42 0.415 22 467.255
  43 0.425 21.978 467.805
  44 0.435 21.924 495.202
  45 0.445 21.682 515.048
  46 0.455 21.322 533.925
  47 0.465 21.362 517.503
  48 0.475 21.544 523.396
  49 0.485 20.746 516.215
  50 0.495 18.61 527.711
  51 0.505 18.506 530.263
  52 0.515 20.556 554.115
  53 0.525 21.496 548.3
  54 0.535 21.38 537.317
  55 0.545 21.374 511.165
  56 0.555 21.594 531.017
  57 0.565 21.942 497.603
  58 0.575 21.984 470.261
  59 0.585 21.996 455.615
  60 0.595 21.934 466.168
  61 0.605 21.11 441.004
  62 0.615 18.744 463.428
  63 0.625 19.042 449.725
  64 0.635 21.216 446.58
  65 0.645 21.948 432.824
  66 0.655 22.002 428.348
  67 0.665 21.998 446.659
  68 0.675 21.894 448.302
  69 0.685 21.646 413.046
  70 0.695 21.378 407.408
  71 0.705 21.34 409.477
  72 0.715 21.738 399.957
  73 0.725 21.26 407.498
  74 0.735 19.114 388.788
  75 0.745 17.628 381.501
  76 0.755 20.26 367.111
  77 0.765 21.68 389.452
  78 0.775 21.62 377.462
  79 0.785 21.182 379.688
  80 0.795 21.466 377.715
  81 0.805 21.834 376.646
  82 0.815 21.97 371.331
  83 0.825 22 374.403
  84 0.835 21.99 365.027
  85 0.845 21.924 363.013
  86 0.855 20.9 377.078
  87 0.865 19.022 356.715
  88 0.875 19.168 346.803
  89 0.885 21.11 352.334
  90 0.895 21.886 324.402
  91 0.905 22 335.662
  92 0.915 22 337.886
  93 0.925 21.972 333.102
  94 0.935 21.896 315.651
  95 0.945 21.44 312.053
  96 0.955 21.234 293.453
  97 0.965 21.586 270.83
  98 0.975 21.762 290.15
  99 0.985 20.938 298.692
  100 0.995 18.514 291.187
75000 100 2112.0000000000005
  1 0.005 18.08 267.166
  2 0.015 20.64 281.261
  3 0.025 21.826 279.853
  4 0.035 21.712 272.829
  5 0.045 21.192 298.427
  6 0.055 21.43 315.41
  7 0.065 21.748 329.409
  8 0.075 21.98 322.827
  9 0.085 21.99 346.489
  10 0.095 22 332.337
  11 0.105 21.96 339.142
  12 0.115 21.496 339.542
  13 0.125 19.066 347.715
  14 0.135 18.542 344.181
  15 0.145 21.14 355.201
  16 0.155 21.806 368.064
  17 0.165 21.99 356.171
  18 0.175 22 350.426
  19 0.185 21.98 365.02
  20 0.195 21.788 380.003
  21 0.205 21.498 366.772
  22 0.215 21.286 391.704
  23 0.225 21.582 391.04
  24 0.235 21.598 412.179
  25 0.245 20.34 398.497
  26 0.255 17.942 390.738
  27 0.265 18.86 406.245
  28 0.275 21.162 405.413
  29 0.285 21.608 434.559
  30 0.295 21.458 444.996
  31 0.305 21.28 448.437
  32 0.315 21.714 438.566
  33 0.325 21.912 442.002
  34 0.335 21.992 473.266
  35 0.345 22 449.144
  36 0.355 21.956 449.825
  37 0.365 20.784 464.117
  38 0.375 19.044 459.122
  39 0.385 19.074 465.413
  40 0.395 21.258 434.277
  41 0.405 21.908 430.679
  42 0.415 21.976 451.188
  43 0.425 21.958 449.24
  44 0.435 21.932 514.57
  45 0.445 21.576 522.086
  46 0.455 21.37 529.241
  47 0.465 21.432 535.555
  48 0.475 21.49 566.412
  49 0.485 20.268 559.84
  50 0.495 18.56 547.476
  51 0.505 18.738 565.314
  52 0.515 20.722 569.638
  53 0.525 21.558 550.167
  54 0.535 21.374 533.253
  55 0.545 21.366 475.344
  56 0.555 21.73 456.59
  57 0.565 21.928 455.902
  58 0.575 21.998 480.943
  59 0.585 21.984 490.589
  60 0.595 21.876 465.05
  61 0.605 20.79 499.736
  62 0.615 18.946 472.133
  63 0.625 19.01 475.972
  64 0.635 21.426 484.907
  65 0.645 21.968 481.989
  66 0.655 21.998 491.313
  67 0.665 21.978 457.482
  68 0.675 21.97 418.76
  69 0.685 21.532 450.604
  70 0.695 21.428 429.984
  71 0.705 21.3 409.657
  72 0.715 21.818 396.468
  73 0.725 21.292 366.323
  74 0.735 19.012 379.766
  75 0.745 17.996 361.855
  76 0.755 20.054 402.762
  77 0.765 21.59 372.141
  78 0.775 21.54 380.902
  79 0.785 21.312 368.037
  80 0.795 21.464 380.298
  81 0.805 21.744 373.61
  82 0.815 21.972 344.209
  83 0.825 21.988 350.242
  84 0.835 21.998 359.444
  85 0.845 21.866 366.436
  86 0.855 21.052 363.495
  87 0.865 18.982 370.288
  88 0.875 19.07 352.825
  89 0.885 21.142 356.167
  90 0.895 21.902 326.3
  91 0.905 22 322.7
  92 0.915 21.988 326.967
  93 0.925 21.982 344.371
  94 0.935 21.838 326.969
  95 0.945 21.546 307.551
  96 0.955 21.202 310.417
  97 0.965 21.568 304.643
  98 0.975 21.786 292.844
  99 0.985 21.032 283.653
  100 0.995 18.46 285.138
80000 100 2112
  1 0.005 17.99 281.702
  2 0.015 20.772 269.933
  3 0.025 21.942 258.976
  4 0.035 21.608 283.44
  5 0.045 21.232 279.831
  6 0.055 21.36 299.857
  7 0.065 21.83 301.893
  8 0.075 21.988 307.983
  9 0.085 21.998 324.348
  10 0.095 22 332.382
  11 0.105 21.972 331.788
  12 0.115 21.456 320.969
  13 0.125 19.234 329.179
  14 0.135 18.648 341.703
  15 0.145 20.75 342.612
  16 0.155 21.94 337.212
  17 0.165 22 347.505
  18 0.175 21.996 382.101
  19 0.185 21.984 385.964
  20 0.195 21.85 371.088
  21 0.205 21.448 374.122
  22 0.215 21.264 368.583
  23 0.225 21.586 387.245
  24 0.235 21.684 392.807
  25 0.245 20.454 378.592
  26 0.255 18.086 410.152
  27 0.265 18.688 397.025
  28 0.275 21.032 405.017
  29 0.285 21.706 401.361
  30 0.295 21.484 416.795
  31 0.305 21.16 429.826
  32 0.315 21.696 434.386
  33 0.325 21.886 443.982
  34 0.335 21.996 491.565
  35 0.345 22 473.433
  36 0.355 21.906 455.965
  37 0.365 21.2 476.743
  38 0.375 19.39 486.869
  39 0.385 18.932 471.922
  40 0.395 20.738 471.429
  41 0.405 21.846 506.358
  42 0.415 21.982 500.366
  43 0.425 21.998 518.88
  44 0.435 21.91 545.355
  45 0.445 21.604 559.246
  46 0.455 21.328 534.81
  47 0.465 21.388 509.706
  48 0.475 21.596 532.224
  49 0.485 20.528 512.8
  50 0.495 18.476 547.048
  51 0.505 18.558 552.771
  52 0.515 20.696 556.376
  53 0.525 21.582 526.326
  54 0.535 21.364 516.418
  55 0.545 21.402 489.485
  56 0.555 21.656 472.776
  57 0.565 21.946 455.044
  58 0.575 21.974 492.891
  59 0.585 22 455.772
  60 0.595 21.886 475.575
  61 0.605 20.982 488.385
  62 0.615 18.512 490.219
  63 0.625 19.438 466.365
  64 0.635 21.23 466.855
  65 0.645 21.952 451.011
  66 0.655 21.99 453.354
  67 0.665 21.976 455.562
  68 0.675 21.874 426.401
  69 0.685 21.588 468.477
  70 0.695 21.334 434.738
  71 0.705 21.5 436.651
  72 0.715 21.694 427.833
  73 0.725 20.776 435.174
  74 0.735 18.526 399.735
  75 0.745 18.288 400.708
  76 0.755 20.588 394.484
  77 0.765 21.72 391.424
  78 0.775 21.496 374.779
  79 0.785 21.296 384.592
  80 0.795 21.498 389.168
  81 0.805 21.86 385.313
  82 0.815 21.996 379.483
  83 0.825 22 353.43
  84 0.835 22 376.515
  85 0.845 21.884 361.146
  86 0.855 20.736 344.665
  87 0.865 18.794 344.239
  88 0.875 19.286 343.178
  89 0.885 21.304 335.113
  90 0.895 21.996 302.9
  91 0.905 22 310.776
  92 0.915 22 306.83
  93 0.925 21.994 312.967
  94 0.935 21.754 305.26
  95 0.945 21.584 312.034
  96 0.955 21.256 326.346
  97 0.965 21.546 317.223
  98 0.975 21.744 304.336
  99 0.985 20.904 299.952
  100 0.995 18.498 292.581
85000 100 2112
  1 0.005 18.424 273.599
  2 0.015 21.128 252.866
  3 0.025 21.87 288.265
  4 0.035 21.562 290.534
  5 0.045 21.234 288.162
  6 0.055 21.528 281.354
  7 0.065 21.774 293.202
  8 0.075 21.988 313.485
  9 0.085 22 312.258
  10 0.095 21.992 321.539
  11 0.105 21.962 321.524
  12 0.115 21.598 319.525
  13 0.125 19.41 357.246
  14 0.135 18.496 361.123
  15 0.145 20.784 352.549
  16 0.155 21.768 339.365
  17 0.165 21.99 360.056
  18 0.175 21.994 353.706
  19 0.185 21.972 361.982
  20 0.195 21.836 353.268
  21 0.205 21.612 342.678
  22 0.215 21.314 353.357
  23 0.225 21.492 358.777
  24 0.235 21.662 389.963
  25 0.245 20.616 411.263
  26 0.255 18.59 434.269
  27 0.265 18.432 445.558
  28 0.275 20.63 451.366
  29 0.285 21.654 423.14
  30 0.295 21.518 406.349
  31 0.305 21.288 419.619
  32 0.315 21.566 440.632
  33 0.325 21.834 440.815
  34 0.335 21.992 436.471
  35 0.345 21.998 444.723
  36 0.355 21.964 463.116
  37 0.365 21.276 482.747
  38 0.375 19.332 477.36
  39 0.385 18.726 488.469
  40 0.395 20.834 463.473
  41 0.405 21.87 481.879
  42 0.415 21.986 508.917
  43 0.425 21.968 528.124
  44 0.435 21.878 527.302
  45 0.445 21.684 550.03
  46 0.455 21.328 557.743
  47 0.465 21.34 571.312
  48 0.475 21.698 521.452
  49 0.485 20.264 519.421
  50 0.495 18.454 562.573
  51 0.505 18.706 540.629
  52 0.515 20.802 516.619
  53 0.525 21.532 497.274
  54 0.535 21.502 494.414
  55 0.545 21.282 490.857
  56 0.555 21.678 485.02
  57 0.565 21.916 527.319
  58 0.575 21.98 500.172
  59 0.585 22 480.4
  60 0.595 21.912 465.129
  61 0.605 21.008 457.33
  62 0.615 18.63 438.726
  63 0.625 19.362 444.722
  64 0.635 21.136 468.037
  65 0.645 21.98 477.526
  66 0.655 21.958 466.608
  67 0.665 21.966 436.304
  68 0.675 21.88 432.766
  69 0.685 21.626 455.401
  70 0.695 21.41 456.686
  71 0.705 21.42 446.795
  72 0.715 21.666 417.017
  73 0.725 21.06 409.592
  74 0.735 18.748 400.895
  75 0.745 18.01 404.255
  76 0.755 20.458 403.155
  77 0.765 21.6 412.522
  78 0.775 21.584 411.895
  79 0.785 21.288 390.865
  80 0.795 21.488 387.284
  81 0.805 21.86 384.788
  82 0.815 21.95 365.374
  83 0.825 22 378.072
  84 0.835 22 347.759
  85 0.845 21.884 362.765
  86 0.855 20.714 342.298
  87 0.865 18.338 337.545
  88 0.875 19.628 331.785
  89 0.885 21.488 330.539
  90 0.895 21.948 334.931
  91 0.905 22 311.556
  92 0.915 21.996 317.205
  93 0.925 21.908 333.29
  94 0.935 21.872 335.985
  95 0.945 21.356 338.122
  96 0.955 21.274 311.914
  97 0.965 21.662 310.989
  98 0.975 21.812 288.682
  99 0.985 20.414 294.068
  100 0.995 18.198 275.67
90000 100 2112
  1 0.005 18.072 270.153
  2 0.015 20.794 267.334
  3 0.025 21.908 259.738
  4 0.035 21.582 281.391
  5 0.045 21.248 275.748
  6 0.055 21.446 297.799
  7 0.065 21.804 296.863
  8 0.075 21.972 291.974
  9 0.085 21.992 300.166
  10 0.095 22 318.847
  11 0.105 21.972 333.052
  12 0.115 21.354 347.534
  13 0.125 19.12 340.611
  14 0.135 18.8 363.943
  15 0.145 20.904 366.442
  16 0.155 21.882 370.722
  17 0.165 21.968 360.06
  18 0.175 21.994 378.753
  19 0.185 21.952 385.097
  20 0.195 21.746 378.502
  21 0.205 21.572 382.15
  22 0.215 21.304 371
  23 0.225 21.548 384.423
  24 0.235 21.598 400.423
  25 0.245 20.354 397.41
  26 0.255 18.098 395.436
  27 0.265 18.702 413.795
