# Chunk-averaged data for fix 3 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
45000 100 2112
  34 0.335 21.976 335.322
  35 0.345 22 347.802
  36 0.355 21.95 339.957
  37 0.365 21.238 354.95
  38 0.375 18.83 350.181
  39 0.385 18.772 341.366
  40 0.395 21.228 352
  41 0.405 21.982 344.96
  42 0.415 22 352.858
  43 0.425 21.996 361.972
  44 0.435 21.938 390.813
  45 0.445 21.604 441.179
  46 0.455 21.264 456.478
  47 0.465 21.498 449.949
  48 0.475 21.588 436.069
  49 0.485 20.754 425.55
  50 0.495 18.154 411.337
  51 0.505 18.248 425.894
  52 0.515 21.004 430.812
  53 0.525 21.68 428.889
  54 0.535 21.348 413.032
  55 0.545 21.262 402.89
  56 0.555 21.7 388.833
  57 0.565 21.98 405.461
  58 0.575 21.99 421.931
  59 0.585 21.992 420.483
  60 0.595 21.884 385.471
  61 0.605 20.976 365.155
  62 0.615 18.58 348.39
  63 0.625 18.888 336.924
  64 0.635 21.672 325.484
  65 0.645 22 331.877
  66 0.655 22 328.856
  67 0.665 22 340.566
  68 0.675 21.948 327.348
  69 0.685 21.708 334.392
  70 0.695 21.236 318.343
  71 0.705 21.324 318.156
  72 0.715 21.804 309.711
  73 0.725 21.576 299.352
  74 0.735 19.078 298.742
  75 0.745 17.372 299.785
  76 0.755 20.162 295.867
  77 0.765 21.76 290.516
  78 0.775 21.624 290.251
  79 0.785 21.282 276.093
  80 0.795 21.312 269.619
  81 0.805 21.838 258.345
  82 0.815 21.98 257.654
  83 0.825 21.996 265.582
  84 0.835 21.996 268.465
  85 0.845 21.996 258.081
  86 0.855 21.408 252.364
  87 0.865 19.198 250.554
  88 0.875 18.168 241.392
  89 0.885 21.306 229.05
  90 0.895 21.928 229.125
  91 0.905 22 230.544
  92 0.915 22 231.39
  93 0.925 21.978 240.077
  94 0.935 21.912 245.648
  95 0.945 21.514 257.549
  96 0.955 21.258 241.289
  97 0.965 21.428 238.359
  98 0.975 21.888 238.513
  99 0.985 21.312 253.36
  100 0.995 17.922 224.442
95000 100 2112
  1 0.005 17.436 193.249
  2 0.015 21.118 198.436
  3 0.025 21.944 201.501
  4 0.035 21.64 212.538
  5 0.045 21.142 204.666
  6 0.055 21.376 204.115
  7 0.065 21.884 219.512
  8 0.075 22 218.115
  9 0.085 22 226.107
  10 0.095 22 228.513
  11 0.105 21.974 243.592
  12 0.115 21.53 253.729
  13 0.125 19.11 262.299
  14 0.135 18.25 272.968
  15 0.145 21.15 289.029
  16 0.155 21.986 290.375
  17 0.165 22 296.024
  18 0.175 21.996 306.602
  19 0.185 21.974 297.032
  20 0.195 21.864 284.466
  21 0.205 21.282 303.607
  22 0.215 21.33 303.169
  23 0.225 21.626 316.176
  24 0.235 21.764 305.519
  25 0.245 20.014 317.983
  26 0.255 17.198 334.244
  27 0.265 19.272 310.309
  28 0.275 21.664 298.502
  29 0.285 21.742 288.858
  30 0.295 21.272 305.219
  31 0.305 21.262 313.39
  32 0.315 21.79 331.887
  33 0.325 21.952 330.051
  34 0.335 21.998 341.966
  35 0.345 22 345.076
  36 0.355 21.91 335.483
  37 0.365 21.058 328.297
  38 0.375 18.664 344.992
  39 0.385 19.19 344.488
  40 0.395 21.254 350.478
  41 0.405 21.924 348.184
  42 0.415 22 369.334
  43 0.425 21.98 407.22
  44 0.435 21.9 429.819
  45 0.445 21.622 424.787
  46 0.455 21.25 418.128
  47 0.465 21.434 402.555
  48 0.475 21.71 416.96
  49 0.485 20.54 444.935
  50 0.495 17.994 457.077
  51 0.505 18.542 459.047
  52 0.515 21.05 443.497
  53 0.525 21.714 428.37
  54 0.535 21.228 425.557
  55 0.545 21.408 416.603
  56 0.555 21.674 406.809
  57 0.565 21.958 381.483
  58 0.575 21.996 404.293
  59 0.585 21.98 379.674
  60 0.595 21.91 363.956
  61 0.605 21.09 341.101
  62 0.615 18.712 333.043
  63 0.625 18.922 312.902
  64 0.635 21.398 313.266
  65 0.645 21.988 307.729
  66 0.655 21.992 331.538
  67 0.665 22.006 316.712
  68 0.675 21.94 317.383
  69 0.685 21.728 313.734
  70 0.695 21.35 305.137
  71 0.705 21.248 311.585
  72 0.715 21.754 306.258
  73 0.725 21.584 319.791
  74 0.735 19.062 303.776
  75 0.745 17.452 313.972
  76 0.755 20.082 304.306
  77 0.765 21.762 296.538
  78 0.775 21.706 291.395
  79 0.785 21.152 288.138
  80 0.795 21.32 297.602
  81 0.805 21.87 279.116
  82 0.815 21.992 279.181
  83 0.825 22 255.622
  84 0.835 22 283.414
  85 0.845 21.986 272.489
  86 0.855 21.182 262.568
  87 0.865 18.946 250.642
  88 0.875 18.724 236.231
  89 0.885 21.308 238.477
  90 0.895 21.858 255.938
  91 0.905 21.996 241.799
  92 0.915 22 241.751
  93 0.925 21.982 253.734
  94 0.935 21.92 243.633
  95 0.945 21.458 237.047
  96 0.955 21.224 228.626
  97 0.965 21.486 231.393
  98 0.975 21.926 225.454
  99 0.985 21.268 222.309
  100 0.995 18.196 209.815
100000 100 2112.0000000000005
  1 0.005 18.002 175.225
  2 0.015 21.47 178.816
  3 0.025 21.96 181.482
  4 0.035 21.554 201.501
  5 0.045 21.194 206.612
  6 0.055 21.428 229.966
  7 0.065 21.87 245.453
  8 0.075 21.99 262.623
  9 0.085 22 259.162
  10 0.095 22 248.083
  11 0.105 21.958 264.886
  12 0.115 21.186 275.914
  13 0.125 18.772 268.055
  14 0.135 18.872 287.761
  15 0.145 21.252 291.646
  16 0.155 21.96 270.364
  17 0.165 22 277.643
  18 0.175 22 269.928
  19 0.185 21.984 264.35
  20 0.195 21.82 272.898
  21 0.205 21.432 275.317
  22 0.215 21.22 269.861
  23 0.225 21.586 297.943
  24 0.235 21.844 307.926
  25 0.245 20.342 287.274
  26 0.255 17.37 310.664
  27 0.265 18.892 317.577
  28 0.275 21.504 309.286
  29 0.285 21.806 305.693
  30 0.295 21.342 309.106
  31 0.305 21.236 309.563
  32 0.315 21.694 326.952
  33 0.325 21.932 308.64
  34 0.335 21.996 314.71
  35 0.345 22 320.575
  36 0.355 21.98 312.372
  37 0.365 21.516 343.682
  38 0.375 19.59 353.143
  39 0.385 18.386 365.955
  40 0.395 20.714 373.201
  41 0.405 21.814 378.561
  42 0.415 22 400.039
  43 0.425 21.994 375.655
  44 0.435 21.93 386.909
  45 0.445 21.74 418.901
  46 0.455 21.378 406.006
  47 0.465 21.292 419.587
  48 0.475 21.612 416.312
  49 0.485 21.054 442.017
  50 0.495 18.446 488.053
  51 0.505 17.964 458.054
  52 0.515 20.662 447.273
  53 0.525 21.674 433.589
  54 0.535 21.468 430.748
  55 0.545 21.23 413.193
  56 0.555 21.624 386.391
  57 0.565 21.948 386.853
  58 0.575 21.99 376.517
  59 0.585 21.994 368.157
  60 0.595 21.942 387.206
  61 0.605 21.058 356.182
  62 0.615 18.716 363.875
  63 0.625 18.964 361.358
  64 0.635 21.376 324.359
  65 0.645 21.944 341.746
  66 0.655 22 351.608
  67 0.665 22 349.237
  68 0.675 21.918 338.462
  69 0.685 21.694 332.949
  70 0.695 21.264 310.313
  71 0.705 21.298 309.422
  72 0.715 21.818 298.832
  73 0.725 21.47 300
  74 0.735 18.696 299.331
  75 0.745 17.37 301.643
  76 0.755 20.588 312.713
  77 0.765 21.806 310.229
  78 0.775 21.564 311.271
  79 0.785 21.18 313.789
  80 0.795 21.464 312.711
  81 0.805 21.874 290.429
  82 0.815 21.996 274.884
  83 0.825 22 289.168
  84 0.835 22 261.137
  85 0.845 21.936 258.364
  86 0.855 21.26 244.873
  87 0.865 18.518 254.344
  88 0.875 18.948 267.124
  89 0.885 21.382 252.259
  90 0.895 21.956 259.412
  91 0.905 22 243.533
  92 0.915 21.996 224.681
  93 0.925 22 234.313
  94 0.935 21.898 231.855
  95 0.945 21.414 211.698
  96 0.955 21.142 210.702
  97 0.965 21.574 207.507
  98 0.975 21.914 214.571
  99 0.985 21.03 210.668
  100 0.995 17.564 185.595
105000 100 2112.0000000000005
  1 0.005 17.268 182.085
  2 0.015 21.28 184.002
  3 0.025 21.954 211.317
  4 0.035 21.666 226.131
  5 0.045 21.106 216.569
  6 0.055 21.35 231.947
  7 0.065 21.91 221.375
  8 0.075 21.984 226.424
  9 0.085 22 249.147
  10 0.095 22 247.216
  11 0.105 21.928 273.445
  12 0.115 21.346 275.403
  13 0.125 19.552 276.771
  14 0.135 18.198 282.998
  15 0.145 21.004 284.679
  16 0.155 21.972 267.232
  17 0.165 22 282.694
  18 0.175 21.988 272.556
  19 0.185 21.99 276.15
  20 0.195 21.818 281.964
  21 0.205 21.426 287.729
  22 0.215 21.172 283.893
  23 0.225 21.69 295.199
  24 0.235 21.756 293.74
  25 0.245 20.236 294.995
  26 0.255 17.37 287.925
  27 0.265 18.986 288.513
  28 0.275 21.56 289.92
  29 0.285 21.796 305.372
  30 0.295 21.256 310.382
  31 0.305 21.244 308.381
  32 0.315 21.744 311.988
  33 0.325 21.982 340.157
  34 0.335 21.986 334.223
  35 0.345 21.992 333.364
  36 0.355 21.952 322.862
  37 0.365 21.25 337.758
  38 0.375 18.994 345.371
  39 0.385 18.746 359.179
  40 0.395 21.194 360.751
  41 0.405 21.872 378.224
  42 0.415 22 385.804
  43 0.425 21.994 386.757
  44 0.435 21.908 381.122
  45 0.445 21.73 370.453
  46 0.455 21.234 402.775
  47 0.465 21.38 400.628
  48 0.475 21.69 418.019
  49 0.485 20.998 419.137
  50 0.495 18.36 427.031
  51 0.505 18.076 431.568
  52 0.515 20.724 473.862
  53 0.525 21.68 457.795
  54 0.535 21.332 451.406
  55 0.545 21.23 434.662
  56 0.555 21.842 430.207
  57 0.565 21.836 402.886
  58 0.575 21.986 406.852
  59 0.585 21.982 389.995
  60 0.595 21.918 383.306
  61 0.605 21.17 351.772
  62 0.615 18.84 344.652
  63 0.625 18.822 335.437
  64 0.635 21.366 359.774
  65 0.645 21.902 379.266
  66 0.655 22 355.249
  67 0.665 21.996 354.761
  68 0.675 21.926 336.41
  69 0.685 21.642 329.988
  70 0.695 21.31 333.878
  71 0.705 21.378 329.203
  72 0.715 21.736 334.005
  73 0.725 21.34 336.037
  74 0.735 18.832 318.105
  75 0.745 17.434 307.177
  76 0.755 20.494 308.23
  77 0.765 21.824 299.342
  78 0.775 21.568 286.458
  79 0.785 21.214 310.114
  80 0.795 21.41 299.202
  81 0.805 21.904 276.826
  82 0.815 21.992 261.438
  83 0.825 22 267.558
  84 0.835 22 261.445
  85 0.845 21.932 242.764
  86 0.855 21.146 240.942
  87 0.865 18.44 245.767
  88 0.875 19.062 253.992
  89 0.885 21.446 240.553
  90 0.895 21.974 234.609
  91 0.905 22 229.373
  92 0.915 22 228.824
  93 0.925 21.996 217.48
  94 0.935 21.894 225.624
  95 0.945 21.48 216.31
  96 0.955 21.024 217.16
  97 0.965 21.672 213.692
  98 0.975 21.924 215.295
  99 0.985 21.432 200.296
  100 0.995 18.06 196.665
110000 100 2112.0000000000005
  1 0.005 17.626 193.637
  2 0.015 21.308 187.835
  3 0.025 21.926 200.959
  4 0.035 21.604 220.429
  5 0.045 21.06 227.258
  6 0.055 21.48 224.242
  7 0.065 21.914 230.506
  8 0.075 21.996 217.548
  9 0.085 22 234.887
  10 0.095 22 227.121
  11 0.105 21.958 245.302
  12 0.115 21.172 260.618
  13 0.125 18.852 251.905
  14 0.135 18.57 259.844
  15 0.145 21.476 254.207
  16 0.155 21.972 275.045
  17 0.165 22 272.97
  18 0.175 22 280.38
  19 0.185 21.974 260.178
  20 0.195 21.768 274.149
  21 0.205 21.428 286.644
  22 0.215 21.29 296.383
  23 0.225 21.594 315.589
  24 0.235 21.738 328.859
  25 0.245 20.28 322.463
  26 0.255 17.22 314.715
  27 0.265 19.1 326.381
  28 0.275 21.6 325.4
  29 0.285 21.75 312.859
  30 0.295 21.308 312.017
  31 0.305 21.304 297.355
  32 0.315 21.672 337.571
  33 0.325 21.974 320.113
  34 0.335 22 330.723
  35 0.345 22 347.513
  36 0.355 21.9 368.724
  37 0.365 21.242 372.463
  38 0.375 19.026 367.834
  39 0.385 18.958 368.395
  40 0.395 20.99 395.881
  41 0.405 21.894 370.145
  42 0.415 21.99 378.204
  43 0.425 21.996 356.094
  44 0.435 21.958 358.848
  45 0.445 21.63 360.353
  46 0.455 21.304 357.161
  47 0.465 21.364 356.792
  48 0.475 21.748 389.347
  49 0.485 21.034 434.648
  50 0.495 18.606 459.145
  51 0.505 17.638 448.973
  52 0.515 20.86 450.607
  53 0.525 21.664 452.818
  54 0.535 21.394 457.848
  55 0.545 21.192 426.227
  56 0.555 21.686 410.928
  57 0.565 21.94 404.759
  58 0.575 21.992 393.451
  59 0.585 21.994 384.819
  60 0.595 21.922 373.793
  61 0.605 21.158 368.944
  62 0.615 18.598 374.391
  63 0.625 19.152 353.521
  64 0.635 21.23 358.59
  65 0.645 21.94 358.135
  66 0.655 21.994 339.019
  67 0.665 21.992 325.53
  68 0.675 21.96 328.123
  69 0.685 21.746 338.277
  70 0.695 21.15 358.861
  71 0.705 21.362 333.527
  72 0.715 21.818 325.164
  73 0.725 21.39 324.294
  74 0.735 18.956 305.857
  75 0.745 17.456 301.588
  76 0.755 20.274 325.493
  77 0.765 21.81 307.836
  78 0.775 21.65 296.921
  79 0.785 21.224 291.249
  80 0.795 21.388 290.92
  81 0.805 21.84 276.33
  82 0.815 21.99 274.352
  83 0.825 22 257.417
  84 0.835 21.99 252.686
  85 0.845 21.922 254.094
  86 0.855 21.378 259.43
  87 0.865 18.722 258.428
  88 0.875 18.8 257.845
  89 0.885 21.244 239.517
  90 0.895 21.944 238.619
  91 0.905 22 246.301
  92 0.915 22 235.078
  93 0.925 21.996 219.913
  94 0.935 21.858 226.209
  95 0.945 21.502 211.626
  96 0.955 21.204 212.512
  97 0.965 21.476 220.006
  98 0.975 21.954 206.725
  99 0.985 21.256 201.903
  100 0.995 17.84 207.464
115000 100 2112.0000000000005
  1 0.005 17.924 194.215
  2 0.015 21.378 183.023
  3 0.025 21.914 202.049
  4 0.035 21.656 204.551
  5 0.045 20.988 208.696
  6 0.055 21.536 203.355
  7 0.065 21.874 211.92
  8 0.075 22 216.536
  9 0.085 22 235.045
  10 0.095 22 231.254
  11 0.105 22 246.892
  12 0.115 21.442 261.697
  13 0.125 19.536 264.038
  14 0.135 18.16 290.17
  15 0.145 20.914 277.912
  16 0.155 21.948 284.815
  17 0.165 22 288.634
  18 0.175 22 279.304
  19 0.185 21.982 288.978
  20 0.195 21.86 283.558
  21 0.205 21.396 298.9
  22 0.215 21.27 294.945
  23 0.225 21.568 303.208
  24 0.235 21.778 306.35
  25 0.245 20.296 321.884
  26 0.255 17.572 306.715
  27 0.265 18.834 299.632
  28 0.275 21.466 296.778
  29 0.285 21.752 299.203
  30 0.295 21.37 315.594
  31 0.305 21.236 313.794
  32 0.315 21.674 340.212
  33 0.325 21.946 361.676
  34 0.335 22 340.999
  35 0.345 22 351.407
  36 0.355 21.94 364.332
  37 0.365 21.366 365.642
  38 0.375 18.788 377.627
  39 0.385 18.902 356.312
  40 0.395 21.072 382.935
  41 0.405 21.938 378.815
  42 0.415 21.994 381.065
  43 0.425 21.994 393.172
  44 0.435 21.924 376.409
  45 0.445 21.72 361.863
  46 0.455 21.23 372.264
  47 0.465 21.41 366.365
  48 0.475 21.746 394.007
  49 0.485 21.16 408.125
  50 0.495 18.328 429.023
  51 0.505 17.99 453.992
  52 0.515 20.572 442.314
  53 0.525 21.704 451.066
  54 0.535 21.492 423.576
  55 0.545 21.162 404.358
  56 0.555 21.67 408.542
  57 0.565 21.908 402.846
  58 0.575 21.99 381.434
  59 0.585 21.982 379.224
  60 0.595 21.998 357.936
  61 0.605 21.276 378.608
  62 0.615 18.862 370.044
  63 0.625 18.806 369.572
  64 0.635 21.106 360.115
  65 0.645 21.986 354.803
  66 0.655 21.976 359.68
  67 0.665 21.998 337.178
  68 0.675 21.906 332.474
  69 0.685 21.794 310.583
  70 0.695 21.258 328.443
  71 0.705 21.278 326.844
  72 0.715 21.75 328.876
  73 0.725 21.216 330.589
  74 0.735 18.83 331.812
  75 0.745 17.622 325.293
  76 0.755 20.478 313.554
  77 0.765 21.786 317.131
  78 0.775 21.528 310.807
  79 0.785 21.172 302.368
  80 0.795 21.536 300.979
  81 0.805 21.856 285.436
  82 0.815 22 276.855
  83 0.825 22 267.026
  84 0.835 22 260.969
  85 0.845 21.958 262.462
  86 0.855 20.61 268.257
  87 0.865 18.568 250.851
  88 0.875 19.374 247.733
  89 0.885 21.54 242.206
  90 0.895 21.95 228.466
  91 0.905 22 224.66
  92 0.915 22 221.877
  93 0.925 21.994 222.232
  94 0.935 21.866 220.203
  95 0.945 21.408 220.079
  96 0.955 21.09 212.409
  97 0.965 21.666 202.902
  98 0.975 21.934 208.76
  99 0.985 21.212 201.546
  100 0.995 17.56 207.413
120000 100 2111.9999999999995
  1 0.005 17.916 179.477
  2 0.015 21.568 192.712
  3 0.025 21.97 209.233
  4 0.035 21.576 206.538
  5 0.045 21.022 208.721
  6 0.055 21.534 218.606
  7 0.065 21.9 230.184
  8 0.075 21.992 229.69
  9 0.085 22 242.156
  10 0.095 22 245.243
  11 0.105 21.968 242.121
  12 0.115 21.262 245.948
  13 0.125 18.512 260.625
  14 0.135 18.722 271.66
  15 0.145 21.558 248.325
  16 0.155 21.978 270.48
  17 0.165 22 301.354
  18 0.175 21.998 291.973
  19 0.185 21.98 291.673
  20 0.195 21.828 294.293
  21 0.205 21.444 287.505
  22 0.215 21.178 282.632
  23 0.225 21.6 278.189
  24 0.235 21.854 309.727
  25 0.245 20.32 302.838
  26 0.255 17.428 301.08
  27 0.265 18.912 296.158
  28 0.275 21.464 297.93
  29 0.285 21.856 278.902
  30 0.295 21.28 312.649
  31 0.305 21.204 300.774
  32 0.315 21.732 316.072
  33 0.325 21.938 322.648
  34 0.335 21.984 337.887
  35 0.345 22 338.432
  36 0.355 21.978 363.419
  37 0.365 21.308 377.192
  38 0.375 19.514 367.817
  39 0.385 18.612 371.096
  40 0.395 20.67 353.226
  41 0.405 21.918 346.294
  42 0.415 22 372.713
  43 0.425 21.996 406.342
  44 0.435 21.942 421.995
  45 0.445 21.736 399.108
  46 0.455 21.294 385.724
  47 0.465 21.268 406.73
  48 0.475 21.764 379.289
  49 0.485 21.08 411.262
  50 0.495 18.662 405.904
  51 0.505 17.674 442.157
  52 0.515 20.692 433.709
  53 0.525 21.732 449.348
  54 0.535 21.38 442.908
  55 0.545 21.258 425.665
  56 0.555 21.582 392.181
  57 0.565 21.942 363.203
  58 0.575 21.998 367.757
  59 0.585 22 371.124
  60 0.595 21.932 361.934
  61 0.605 21.166 370.265
  62 0.615 18.994 369.29
  63 0.625 18.698 371.642
  64 0.635 21.224 385.291
  65 0.645 21.996 365.022
  66 0.655 21.982 357.015
  67 0.665 21.99 347.342
  68 0.675 21.958 335.62
  69 0.685 21.638 337.419
  70 0.695 21.29 347.45
  71 0.705 21.438 334.593
  72 0.715 21.718 338.651
  73 0.725 21.348 325.488
  74 0.735 18.708 326.49
  75 0.745 17.646 323.009
  76 0.755 20.392 308.608
  77 0.765 21.838 292.28
  78 0.775 21.598 300.421
  79 0.785 21.19 299.105
  80 0.795 21.492 281.852
  81 0.805 21.772 299.872
  82 0.815 22 297.633
  83 0.825 21.992 285.14
  84 0.835 21.98 272.803
  85 0.845 21.972 262.845
  86 0.855 21.016 272.091
  87 0.865 18.394 264.642
  88 0.875 19.282 260.78
  89 0.885 21.36 257.033
  90 0.895 21.996 243.193
  91 0.905 22 235.35
  92 0.915 22 234.939
  93 0.925 21.992 238.085
  94 0.935 21.82 223.043
  95 0.945 21.412 210.669
  96 0.955 21.16 215.555
  97 0.965 21.642 211.991
  98 0.975 21.938 202.693
  99 0.985 21.162 192.396
  100 0.995 17.396 182.538
125000 100 2112.0000000000005
  1 0.005 17.802 183.377
  2 0.015 21.47 181.727
  3 0.025 21.968 191.027
  4 0.035 21.552 205.888
  5 0.045 21.152 206.736
  6 0.055 21.442 219.786
  7 0.065 21.888 236.959
  8 0.075 21.994 244.928
  9 0.085 22 249.002
  10 0.095 21.996 236.829
  11 0.105 21.97 242.749
  12 0.115 21.482 261.916
  13 0.125 19.114 271.536
  14 0.135 18.23 268.923
  15 0.145 21.276 254.097
  16 0.155 21.932 276.673
  17 0.165 22 272.387
  18 0.175 22 253.493
  19 0.185 21.988 251.073
  20 0.195 21.858 263.102
  21 0.205 21.442 263.52
  22 0.215 21.2 271.601
  23 0.225 21.568 279.089
  24 0.235 21.846 293.619
  25 0.245 20.518 308.413
  26 0.255 17.608 309.175
  27 0.265 18.652 309.45
  28 0.275 21.346 322.988
  29 0.285 21.8 298.352
  30 0.295 21.368 319.246
  31 0.305 21.136 331.217
  32 0.315 21.726 315.931
  33 0.325 21.944 322.891
  34 0.335 22 325.918
  35 0.345 22 321.196
  36 0.355 21.968 336.681
  37 0.365 21.378 372.783
  38 0.375 18.898 369.651
  39 0.385 18.62 367.412
  40 0.395 21.274 350.637
  41 0.405 21.862 361.106
  42 0.415 21.998 359.563
  43 0.425 21.976 383.301
  44 0.435 21.964 387.057
  45 0.445 21.618 419.481
  46 0.455 21.402 451.608
  47 0.465 21.336 447.751
  48 0.475 21.686 408.816
  49 0.485 21.16 425.695
  50 0.495 18.102 447.371
  51 0.505 17.902 460.044
  52 0.515 20.904 463.346
  53 0.525 21.726 423.136
  54 0.535 21.372 404.447
  55 0.545 21.28 391.671
  56 0.555 21.636 406.338
  57 0.565 21.938 411.321
  58 0.575 22 381.051
  59 0.585 22 379.985
  60 0.595 21.982 355.156
  61 0.605 21.12 369.052
  62 0.615 18.848 362.098
  63 0.625 18.538 377.234
  64 0.635 21.532 352.003
  65 0.645 21.98 375.129
  66 0.655 22 359.425
  67 0.665 21.974 358.463
  68 0.675 21.924 350.015
  69 0.685 21.72 356.957
  70 0.695 21.186 342.448
  71 0.705 21.392 337.235
  72 0.715 21.78 323.377
  73 0.725 21.34 315.522
  74 0.735 18.622 339.281
  75 0.745 17.442 333.603
  76 0.755 20.682 321.376
  77 0.765 21.816 299.994
  78 0.775 21.664 273.527
  79 0.785 21.028 279.392
  80 0.795 21.562 279.42
  81 0.805 21.888 282.542
  82 0.815 21.98 275.209
  83 0.825 22 260.528
  84 0.835 22 276.461
  85 0.845 21.908 263.978
  86 0.855 20.992 266.746
  87 0.865 18.272 263.569
  88 0.875 19.254 251.33
  89 0.885 21.612 250.562
  90 0.895 21.962 240.76
  91 0.905 22 239.995
  92 0.915 22 241.112
  93 0.925 21.992 240.822
  94 0.935 21.892 217.786
  95 0.945 21.392 214.566
  96 0.955 21.08 225.241
  97 0.965 21.668 222.137
  98 0.975 21.93 215.75
  99 0.985 21.164 203.008
  100 0.995 17.614 183.797
130000 100 2112.0000000000005
  1 0.005 17.532 188.764
  2 0.015 21.312 200.504
  3 0.025 21.956 206.167
  4 0.035 21.66 211.098
  5 0.045 20.986 231.354
  6 0.055 21.518 221.854
  7 0.065 21.868 235.388
  8 0.075 21.998 238.918
  9 0.085 22 261.828
  10 0.095 22 243.882
  11 0.105 21.982 232.456
  12 0.115 21.308 239.754
  13 0.125 18.528 259.946
  14 0.135 18.784 272.041
  15 0.145 21.4 265.652
  16 0.155 21.998 261.329
  17 0.165 22 261.791
  18 0.175 21.996 277.033
  19 0.185 21.998 288.037
  20 0.195 21.766 287.291
  21 0.205 21.454 278.376
  22 0.215 21.106 281.897
  23 0.225 21.738 284.299
  24 0.235 21.698 297.357
  25 0.245 19.988 303.921
  26 0.255 17.274 309.28
  27 0.265 19.364 304.561
  28 0.275 21.62 312.949
  29 0.285 21.732 313.233
  30 0.295 21.268 329.975
  31 0.305 21.292 346.434
  32 0.315 21.776 348.912
  33 0.325 21.93 346.017
  34 0.335 22 333.617
  35 0.345 22 343.206
  36 0.355 21.962 341.57
  37 0.365 21.17 347.355
  38 0.375 18.892 356.403
  39 0.385 18.776 372.971
  40 0.395 21.224 380.752
  41 0.405 21.976 387.986
  42 0.415 22 401.678
  43 0.425 22 407.678
  44 0.435 21.9 378.095
  45 0.445 21.572 395.888
  46 0.455 21.464 396.538
  47 0.465 21.308 410.56
  48 0.475 21.686 384.796
  49 0.485 20.984 397.562
  50 0.495 18.178 419.446
  51 0.505 18.098 417.556
  52 0.515 20.854 412.903
  53 0.525 21.76 408.562
  54 0.535 21.396 399.738
  55 0.545 21.212 390.074
  56 0.555 21.694 407.34
  57 0.565 21.906 380.842
  58 0.575 21.988 382.742
  59 0.585 22 373.968
  60 0.595 21.888 380.47
  61 0.605 21.258 350.955
  62 0.615 18.804 354.705
  63 0.625 18.902 359.609
  64 0.635 21.19 353.937
  65 0.645 21.962 335.278
  66 0.655 21.996 339.047
  67 0.665 21.994 351.824
  68 0.675 21.964 350.074
  69 0.685 21.732 333.717
  70 0.695 21.276 324.142
  71 0.705 21.324 338.016
  72 0.715 21.712 324.725
  73 0.725 21.558 327.33
  74 0.735 19.298 315.366
  75 0.745 17.214 335.011
  76 0.755 20.074 339.663
  77 0.765 21.828 310.709
  78 0.775 21.664 315.152
  79 0.785 21.164 312.671
  80 0.795 21.344 322.721
  81 0.805 21.876 296.495
  82 0.815 21.978 281.92
  83 0.825 22 270.776
  84 0.835 22 262.305
  85 0.845 21.916 263.67
  86 0.855 21.238 264.208
  87 0.865 18.95 255.689
  88 0.875 18.866 252.083
  89 0.885 21.076 260.089
  90 0.895 21.954 254.544
  91 0.905 22 249.037
  92 0.915 22 253.495
  93 0.925 21.996 226.921
  94 0.935 21.904 209.214
  95 0.945 21.476 216.08
  96 0.955 21.11 205.636
  97 0.965 21.598 204.446
  98 0.975 21.914 201.326
  99 0.985 21.308 190.868
  100 0.995 17.864 193.536
135000 100 2112.0000000000005
  1 0.005 17.72 178.828
  2 0.015 21.368 185.639
  3 0.025 21.944 211.938
  4 0.035 21.712 221.369
  5 0.045 21.028 239.497
  6 0.055 21.416 225.555
  7 0.065 21.908 241.614
  8 0.075 21.99 238.335
  9 0.085 22 249.055
  10 0.095 22 241.974
  11 0.105 22 243.899
  12 0.115 21.51 268.674
  13 0.125 18.878 271.558
  14 0.135 18.488 279.65
  15 0.145 21.206 271.002
  16 0.155 21.918 274.211
  17 0.165 22 293.008
  18 0.175 21.996 317.505
  19 0.185 21.976 313.741
  20 0.195 21.836 311.347
  21 0.205 21.422 314.963
  22 0.215 21.164 281.688
  23 0.225 21.68 298.282
  24 0.235 21.752 306.383
  25 0.245 20.366 296.045
  26 0.255 17.216 304.949
  27 0.265 19.014 325.754
  28 0.275 21.57 330.788
  29 0.285 21.68 335.407
  30 0.295 21.256 316.836
  31 0.305 21.368 327.133
  32 0.315 21.746 330.559
  33 0.325 21.958 339.389
  34 0.335 22.002 332.778
  35 0.345 21.998 331.405
  36 0.355 21.982 347.579
  37 0.365 21.11 344.636
  38 0.375 18.788 340.609
  39 0.385 18.74 345.117
  40 0.395 21.482 355.558
  41 0.405 21.898 370.337
  42 0.415 22 357.943
  43 0.425 21.98 383.831
  44 0.435 21.922 369.709
  45 0.445 21.554 394.442
  46 0.455 21.38 407.995
  47 0.465 21.384 380.106
  48 0.475 21.718 380.5
  49 0.485 21.1 387.424
  50 0.495 18.136 417.172
  51 0.505 18.09 426.85
  52 0.515 20.81 446.512
  53 0.525 21.714 421.207
  54 0.535 21.412 422.037
  55 0.545 21.264 422.214
  56 0.555 21.648 374.55
  57 0.565 21.904 398.715
  58 0.575 21.984 400.166
  59 0.585 22 388.697
  60 0.595 21.99 377.819
  61 0.605 21.284 355.712
  62 0.615 18.972 355.379
  63 0.625 18.746 371.211
  64 0.635 21.062 356.87
  65 0.645 21.946 343.961
  66 0.655 22 341.299
  67 0.665 21.99 333.682
